identifier,full_link,title,weight
coin-10830,https://catalog.princeton.edu/catalog/coin-10830,Coin 10830,4.15
coin-10843,https://catalog.princeton.edu/catalog/coin-10843,Coin 10843,1.58
coin-10836,https://catalog.princeton.edu/catalog/coin-10836,Coin 10836,4.29
coin-10824,https://catalog.princeton.edu/catalog/coin-10824,Coin 10824,9.29
coin-10826,https://catalog.princeton.edu/catalog/coin-10826,Coin 10826,3.78
coin-10822,https://catalog.princeton.edu/catalog/coin-10822,Coin 10822,3.83
coin-10808,https://catalog.princeton.edu/catalog/coin-10808,Coin 10808,5.98
coin-12269,https://catalog.princeton.edu/catalog/coin-12269,Coin 12269,2.06
coin-10825,https://catalog.princeton.edu/catalog/coin-10825,Coin 10825,5.79
coin-10832,https://catalog.princeton.edu/catalog/coin-10832,Coin 10832,6.99
coin-10806,https://catalog.princeton.edu/catalog/coin-10806,Coin 10806,3.38
coin-10815,https://catalog.princeton.edu/catalog/coin-10815,Coin 10815,4.26
coin-10870,https://catalog.princeton.edu/catalog/coin-10870,Coin 10870,4.14
coin-10835,https://catalog.princeton.edu/catalog/coin-10835,Coin 10835,3.0
coin-10786,https://catalog.princeton.edu/catalog/coin-10786,Coin 10786,4.16
coin-10774,https://catalog.princeton.edu/catalog/coin-10774,Coin 10774,3.27
coin-12672,https://catalog.princeton.edu/catalog/coin-12672,Coin 12672,0.7
coin-10812,https://catalog.princeton.edu/catalog/coin-10812,Coin 10812,1.31
coin-10795,https://catalog.princeton.edu/catalog/coin-10795,Coin 10795,8.9
coin-10790,https://catalog.princeton.edu/catalog/coin-10790,Coin 10790,3.65
coin-10788,https://catalog.princeton.edu/catalog/coin-10788,Coin 10788,3.62
coin-10797,https://catalog.princeton.edu/catalog/coin-10797,Coin 10797,3.0
coin-10768,https://catalog.princeton.edu/catalog/coin-10768,Coin 10768,4.83
coin-10791,https://catalog.princeton.edu/catalog/coin-10791,Coin 10791,3.63
coin-10792,https://catalog.princeton.edu/catalog/coin-10792,Coin 10792,3.13
coin-11676,https://catalog.princeton.edu/catalog/coin-11676,Coin 11676,4.08
coin-10800,https://catalog.princeton.edu/catalog/coin-10800,Coin 10800,4.98
coin-10783,https://catalog.princeton.edu/catalog/coin-10783,Coin 10783,0.66
coin-10776,https://catalog.princeton.edu/catalog/coin-10776,Coin 10776,4.18
coin-10779,https://catalog.princeton.edu/catalog/coin-10779,Coin 10779,4.29
coin-10784,https://catalog.princeton.edu/catalog/coin-10784,Coin 10784,4.25
coin-10764,https://catalog.princeton.edu/catalog/coin-10764,Coin 10764,
coin-10762,https://catalog.princeton.edu/catalog/coin-10762,Coin 10762,3.0
coin-10758,https://catalog.princeton.edu/catalog/coin-10758,Coin 10758,3.87
coin-10777,https://catalog.princeton.edu/catalog/coin-10777,Coin 10777,
coin-10760,https://catalog.princeton.edu/catalog/coin-10760,Coin 10760,3.81
coin-10765,https://catalog.princeton.edu/catalog/coin-10765,Coin 10765,0.51
coin-10455,https://catalog.princeton.edu/catalog/coin-10455,Coin 10455,3.05
coin-10490,https://catalog.princeton.edu/catalog/coin-10490,Coin 10490,7.86
coin-10478,https://catalog.princeton.edu/catalog/coin-10478,Coin 10478,3.97
coin-10508,https://catalog.princeton.edu/catalog/coin-10508,Coin 10508,3.57
coin-10510,https://catalog.princeton.edu/catalog/coin-10510,Coin 10510,12.89
coin-10512,https://catalog.princeton.edu/catalog/coin-10512,Coin 10512,1.61
coin-10494,https://catalog.princeton.edu/catalog/coin-10494,Coin 10494,6.81
coin-10502,https://catalog.princeton.edu/catalog/coin-10502,Coin 10502,5.2
coin-10523,https://catalog.princeton.edu/catalog/coin-10523,Coin 10523,22.75
coin-10511,https://catalog.princeton.edu/catalog/coin-10511,Coin 10511,2.21
coin-10496,https://catalog.princeton.edu/catalog/coin-10496,Coin 10496,5.54
coin-10663,https://catalog.princeton.edu/catalog/coin-10663,Coin 10663,4.44
coin-10660,https://catalog.princeton.edu/catalog/coin-10660,Coin 10660,4.16
coin-10665,https://catalog.princeton.edu/catalog/coin-10665,Coin 10665,2.07
coin-10339,https://catalog.princeton.edu/catalog/coin-10339,Coin 10339,3.79
coin-10342,https://catalog.princeton.edu/catalog/coin-10342,Coin 10342,3.93
coin-10343,https://catalog.princeton.edu/catalog/coin-10343,Coin 10343,3.76
coin-10507,https://catalog.princeton.edu/catalog/coin-10507,Coin 10507,13.09
coin-10172,https://catalog.princeton.edu/catalog/coin-10172,Coin 10172,3.25
coin-10176,https://catalog.princeton.edu/catalog/coin-10176,Coin 10176,3.32
coin-10264,https://catalog.princeton.edu/catalog/coin-10264,Coin 10264,25.544
coin-10241,https://catalog.princeton.edu/catalog/coin-10241,Coin 10241,3.35
coin-10273,https://catalog.princeton.edu/catalog/coin-10273,Coin 10273,5.67
coin-10276,https://catalog.princeton.edu/catalog/coin-10276,Coin 10276,3.3
coin-10283,https://catalog.princeton.edu/catalog/coin-10283,Coin 10283,5.03
coin-10281,https://catalog.princeton.edu/catalog/coin-10281,Coin 10281,3.13
coin-10284,https://catalog.princeton.edu/catalog/coin-10284,Coin 10284,7.35
coin-10160,https://catalog.princeton.edu/catalog/coin-10160,Coin 10160,3.09
coin-10153,https://catalog.princeton.edu/catalog/coin-10153,Coin 10153,23.823
coin-10159,https://catalog.princeton.edu/catalog/coin-10159,Coin 10159,3.39
coin-10154,https://catalog.princeton.edu/catalog/coin-10154,Coin 10154,3.47
coin-10143,https://catalog.princeton.edu/catalog/coin-10143,Coin 10143,2.93
coin-10155,https://catalog.princeton.edu/catalog/coin-10155,Coin 10155,2.95
coin-9701,https://catalog.princeton.edu/catalog/coin-9701,Coin 9701,
coin-10162,https://catalog.princeton.edu/catalog/coin-10162,Coin 10162,3.19
coin-9703,https://catalog.princeton.edu/catalog/coin-9703,Coin 9703,
coin-10177,https://catalog.princeton.edu/catalog/coin-10177,Coin 10177,3.07
coin-10287,https://catalog.princeton.edu/catalog/coin-10287,Coin 10287,4.38
coin-10280,https://catalog.princeton.edu/catalog/coin-10280,Coin 10280,18.590999999999998
coin-10289,https://catalog.princeton.edu/catalog/coin-10289,Coin 10289,4.36
coin-10600,https://catalog.princeton.edu/catalog/coin-10600,Coin 10600,11.02
coin-10596,https://catalog.princeton.edu/catalog/coin-10596,Coin 10596,10.75
coin-10607,https://catalog.princeton.edu/catalog/coin-10607,Coin 10607,18.01
coin-10609,https://catalog.princeton.edu/catalog/coin-10609,Coin 10609,2.75
coin-10610,https://catalog.princeton.edu/catalog/coin-10610,Coin 10610,4.17
coin-10608,https://catalog.princeton.edu/catalog/coin-10608,Coin 10608,24.26
coin-10614,https://catalog.princeton.edu/catalog/coin-10614,Coin 10614,11.64
coin-10616,https://catalog.princeton.edu/catalog/coin-10616,Coin 10616,3.45
coin-10623,https://catalog.princeton.edu/catalog/coin-10623,Coin 10623,0.7
coin-10627,https://catalog.princeton.edu/catalog/coin-10627,Coin 10627,4.17
coin-10631,https://catalog.princeton.edu/catalog/coin-10631,Coin 10631,3.96
coin-10628,https://catalog.princeton.edu/catalog/coin-10628,Coin 10628,0.65
coin-10617,https://catalog.princeton.edu/catalog/coin-10617,Coin 10617,2.71
coin-10629,https://catalog.princeton.edu/catalog/coin-10629,Coin 10629,3.98
coin-10630,https://catalog.princeton.edu/catalog/coin-10630,Coin 10630,4.35
coin-10613,https://catalog.princeton.edu/catalog/coin-10613,Coin 10613,4.31
coin-10632,https://catalog.princeton.edu/catalog/coin-10632,Coin 10632,3.96
coin-10634,https://catalog.princeton.edu/catalog/coin-10634,Coin 10634,3.45
coin-10633,https://catalog.princeton.edu/catalog/coin-10633,Coin 10633,12.35
coin-10635,https://catalog.princeton.edu/catalog/coin-10635,Coin 10635,3.05
coin-10637,https://catalog.princeton.edu/catalog/coin-10637,Coin 10637,3.83
coin-11618,https://catalog.princeton.edu/catalog/coin-11618,Coin 11618,3.82
coin-10641,https://catalog.princeton.edu/catalog/coin-10641,Coin 10641,2.78
coin-10640,https://catalog.princeton.edu/catalog/coin-10640,Coin 10640,15.9
coin-10644,https://catalog.princeton.edu/catalog/coin-10644,Coin 10644,3.28
coin-10650,https://catalog.princeton.edu/catalog/coin-10650,Coin 10650,4.21
coin-10648,https://catalog.princeton.edu/catalog/coin-10648,Coin 10648,3.79
coin-10639,https://catalog.princeton.edu/catalog/coin-10639,Coin 10639,4.01
coin-10645,https://catalog.princeton.edu/catalog/coin-10645,Coin 10645,3.28
coin-10646,https://catalog.princeton.edu/catalog/coin-10646,Coin 10646,4.72
coin-10658,https://catalog.princeton.edu/catalog/coin-10658,Coin 10658,1.75
coin-10673,https://catalog.princeton.edu/catalog/coin-10673,Coin 10673,5.32
coin-10670,https://catalog.princeton.edu/catalog/coin-10670,Coin 10670,4.08
coin-10681,https://catalog.princeton.edu/catalog/coin-10681,Coin 10681,4.42
coin-10679,https://catalog.princeton.edu/catalog/coin-10679,Coin 10679,4.25
coin-10686,https://catalog.princeton.edu/catalog/coin-10686,Coin 10686,4.4
coin-10682,https://catalog.princeton.edu/catalog/coin-10682,Coin 10682,4.22
coin-10703,https://catalog.princeton.edu/catalog/coin-10703,Coin 10703,3.94
coin-10706,https://catalog.princeton.edu/catalog/coin-10706,Coin 10706,0.63
coin-10704,https://catalog.princeton.edu/catalog/coin-10704,Coin 10704,3.95
coin-10539,https://catalog.princeton.edu/catalog/coin-10539,Coin 10539,3.88
coin-10767,https://catalog.princeton.edu/catalog/coin-10767,Coin 10767,7.28
coin-10766,https://catalog.princeton.edu/catalog/coin-10766,Coin 10766,1.04
coin-10787,https://catalog.princeton.edu/catalog/coin-10787,Coin 10787,0.68
coin-10789,https://catalog.princeton.edu/catalog/coin-10789,Coin 10789,3.55
coin-10782,https://catalog.princeton.edu/catalog/coin-10782,Coin 10782,3.81
coin-10799,https://catalog.princeton.edu/catalog/coin-10799,Coin 10799,7.8
coin-10794,https://catalog.princeton.edu/catalog/coin-10794,Coin 10794,11.6
coin-10793,https://catalog.princeton.edu/catalog/coin-10793,Coin 10793,6.96
coin-10801,https://catalog.princeton.edu/catalog/coin-10801,Coin 10801,8.48
coin-10785,https://catalog.princeton.edu/catalog/coin-10785,Coin 10785,4.21
coin-10780,https://catalog.princeton.edu/catalog/coin-10780,Coin 10780,4.2
coin-10803,https://catalog.princeton.edu/catalog/coin-10803,Coin 10803,4.23
coin-10802,https://catalog.princeton.edu/catalog/coin-10802,Coin 10802,3.63
coin-10804,https://catalog.princeton.edu/catalog/coin-10804,Coin 10804,3.79
coin-10809,https://catalog.princeton.edu/catalog/coin-10809,Coin 10809,1.48
coin-10810,https://catalog.princeton.edu/catalog/coin-10810,Coin 10810,3.96
coin-10771,https://catalog.princeton.edu/catalog/coin-10771,Coin 10771,4.1
coin-10807,https://catalog.princeton.edu/catalog/coin-10807,Coin 10807,8.15
coin-10909,https://catalog.princeton.edu/catalog/coin-10909,Coin 10909,3.54
coin-168,https://catalog.princeton.edu/catalog/coin-168,Coin 168,
coin-15165,https://catalog.princeton.edu/catalog/coin-15165,Coin 15165,2.82
coin-15164,https://catalog.princeton.edu/catalog/coin-15164,Coin 15164,3.42
coin-15220,https://catalog.princeton.edu/catalog/coin-15220,Coin 15220,
coin-15221,https://catalog.princeton.edu/catalog/coin-15221,Coin 15221,
coin-15074,https://catalog.princeton.edu/catalog/coin-15074,Coin 15074,6.55
coin-15163,https://catalog.princeton.edu/catalog/coin-15163,Coin 15163,2.91
coin-15075,https://catalog.princeton.edu/catalog/coin-15075,Coin 15075,4.93
coin-15076,https://catalog.princeton.edu/catalog/coin-15076,Coin 15076,6.13
coin-15159,https://catalog.princeton.edu/catalog/coin-15159,Coin 15159,3.14
coin-15234,https://catalog.princeton.edu/catalog/coin-15234,Coin 15234,3.27
coin-15160,https://catalog.princeton.edu/catalog/coin-15160,Coin 15160,2.64
coin-9588,https://catalog.princeton.edu/catalog/coin-9588,Coin 9588,
coin-15068,https://catalog.princeton.edu/catalog/coin-15068,Coin 15068,
coin-9586,https://catalog.princeton.edu/catalog/coin-9586,Coin 9586,
coin-15064,https://catalog.princeton.edu/catalog/coin-15064,Coin 15064,
coin-15070,https://catalog.princeton.edu/catalog/coin-15070,Coin 15070,
coin-15134,https://catalog.princeton.edu/catalog/coin-15134,Coin 15134,
coin-15121,https://catalog.princeton.edu/catalog/coin-15121,Coin 15121,
coin-15135,https://catalog.princeton.edu/catalog/coin-15135,Coin 15135,
coin-15093,https://catalog.princeton.edu/catalog/coin-15093,Coin 15093,
coin-9183,https://catalog.princeton.edu/catalog/coin-9183,Coin 9183,1.37
coin-15136,https://catalog.princeton.edu/catalog/coin-15136,Coin 15136,
coin-8234,https://catalog.princeton.edu/catalog/coin-8234,Coin 8234,12.97
coin-14818,https://catalog.princeton.edu/catalog/coin-14818,Coin 14818,10.15
coin-9184,https://catalog.princeton.edu/catalog/coin-9184,Coin 9184,1.37
coin-15191,https://catalog.princeton.edu/catalog/coin-15191,Coin 15191,
coin-5080,https://catalog.princeton.edu/catalog/coin-5080,Coin 5080,4.09
coin-6927,https://catalog.princeton.edu/catalog/coin-6927,Coin 6927,3.33
coin-6937,https://catalog.princeton.edu/catalog/coin-6937,Coin 6937,1.98
coin-326,https://catalog.princeton.edu/catalog/coin-326,Coin 326,1.86
coin-3047,https://catalog.princeton.edu/catalog/coin-3047,Coin 3047,
coin-7949,https://catalog.princeton.edu/catalog/coin-7949,Coin 7949,2.62
coin-8236,https://catalog.princeton.edu/catalog/coin-8236,Coin 8236,3.53
coin-5758,https://catalog.princeton.edu/catalog/coin-5758,Coin 5758,11.1
coin-9692,https://catalog.princeton.edu/catalog/coin-9692,Coin 9692,
coin-2276,https://catalog.princeton.edu/catalog/coin-2276,Coin 2276,10.0
coin-15190,https://catalog.princeton.edu/catalog/coin-15190,Coin 15190,
coin-15144,https://catalog.princeton.edu/catalog/coin-15144,Coin 15144,3.23
coin-8237,https://catalog.princeton.edu/catalog/coin-8237,Coin 8237,1.53
coin-7765,https://catalog.princeton.edu/catalog/coin-7765,Coin 7765,2.84
coin-5093,https://catalog.princeton.edu/catalog/coin-5093,Coin 5093,
coin-2493,https://catalog.princeton.edu/catalog/coin-2493,Coin 2493,3.47
coin-7773,https://catalog.princeton.edu/catalog/coin-7773,Coin 7773,3.96
coin-5095,https://catalog.princeton.edu/catalog/coin-5095,Coin 5095,
coin-5781,https://catalog.princeton.edu/catalog/coin-5781,Coin 5781,2.04
coin-9699,https://catalog.princeton.edu/catalog/coin-9699,Coin 9699,
coin-852,https://catalog.princeton.edu/catalog/coin-852,Coin 852,3.78
coin-5783,https://catalog.princeton.edu/catalog/coin-5783,Coin 5783,2.04
coin-7795,https://catalog.princeton.edu/catalog/coin-7795,Coin 7795,
coin-2950,https://catalog.princeton.edu/catalog/coin-2950,Coin 2950,
coin-9695,https://catalog.princeton.edu/catalog/coin-9695,Coin 9695,
coin-5785,https://catalog.princeton.edu/catalog/coin-5785,Coin 5785,2.0
coin-6955,https://catalog.princeton.edu/catalog/coin-6955,Coin 6955,1.94
coin-2662,https://catalog.princeton.edu/catalog/coin-2662,Coin 2662,
coin-5078,https://catalog.princeton.edu/catalog/coin-5078,Coin 5078,
coin-7775,https://catalog.princeton.edu/catalog/coin-7775,Coin 7775,2.42
coin-14949,https://catalog.princeton.edu/catalog/coin-14949,Coin 14949,12.98
coin-9246,https://catalog.princeton.edu/catalog/coin-9246,Coin 9246,1.23
coin-6957,https://catalog.princeton.edu/catalog/coin-6957,Coin 6957,2.0
coin-5787,https://catalog.princeton.edu/catalog/coin-5787,Coin 5787,1.97
coin-853,https://catalog.princeton.edu/catalog/coin-853,Coin 853,3.81
coin-8240,https://catalog.princeton.edu/catalog/coin-8240,Coin 8240,1.78
coin-15173,https://catalog.princeton.edu/catalog/coin-15173,Coin 15173,7.76
coin-5788,https://catalog.princeton.edu/catalog/coin-5788,Coin 5788,1.98
coin-15123,https://catalog.princeton.edu/catalog/coin-15123,Coin 15123,
coin-9248,https://catalog.princeton.edu/catalog/coin-9248,Coin 9248,2.3
coin-5789,https://catalog.princeton.edu/catalog/coin-5789,Coin 5789,2.07
coin-9643,https://catalog.princeton.edu/catalog/coin-9643,Coin 9643,
coin-2835,https://catalog.princeton.edu/catalog/coin-2835,Coin 2835,
coin-854,https://catalog.princeton.edu/catalog/coin-854,Coin 854,
coin-9766,https://catalog.princeton.edu/catalog/coin-9766,Coin 9766,
coin-2836,https://catalog.princeton.edu/catalog/coin-2836,Coin 2836,
coin-10092,https://catalog.princeton.edu/catalog/coin-10092,Coin 10092,2.64
coin-15174,https://catalog.princeton.edu/catalog/coin-15174,Coin 15174,22.48
coin-15122,https://catalog.princeton.edu/catalog/coin-15122,Coin 15122,
coin-15152,https://catalog.princeton.edu/catalog/coin-15152,Coin 15152,
coin-15175,https://catalog.princeton.edu/catalog/coin-15175,Coin 15175,25.63
coin-10093,https://catalog.princeton.edu/catalog/coin-10093,Coin 10093,1.41
coin-5209,https://catalog.princeton.edu/catalog/coin-5209,Coin 5209,
coin-2837,https://catalog.princeton.edu/catalog/coin-2837,Coin 2837,
coin-6314,https://catalog.princeton.edu/catalog/coin-6314,Coin 6314,
coin-7909,https://catalog.princeton.edu/catalog/coin-7909,Coin 7909,1.1
coin-9220,https://catalog.princeton.edu/catalog/coin-9220,Coin 9220,3.41
coin-8244,https://catalog.princeton.edu/catalog/coin-8244,Coin 8244,10.87
coin-5800,https://catalog.princeton.edu/catalog/coin-5800,Coin 5800,3.35
coin-7081,https://catalog.princeton.edu/catalog/coin-7081,Coin 7081,
coin-7204,https://catalog.princeton.edu/catalog/coin-7204,Coin 7204,
coin-6478,https://catalog.princeton.edu/catalog/coin-6478,Coin 6478,3.5069999999999997
coin-8250,https://catalog.princeton.edu/catalog/coin-8250,Coin 8250,0.73
coin-7768,https://catalog.princeton.edu/catalog/coin-7768,Coin 7768,2.52
coin-7999,https://catalog.princeton.edu/catalog/coin-7999,Coin 7999,1.73
coin-9276,https://catalog.princeton.edu/catalog/coin-9276,Coin 9276,1.05
coin-8028,https://catalog.princeton.edu/catalog/coin-8028,Coin 8028,1.28
coin-6673,https://catalog.princeton.edu/catalog/coin-6673,Coin 6673,
coin-7207,https://catalog.princeton.edu/catalog/coin-7207,Coin 7207,
coin-6695,https://catalog.princeton.edu/catalog/coin-6695,Coin 6695,77.13
coin-8254,https://catalog.princeton.edu/catalog/coin-8254,Coin 8254,0.67
coin-8245,https://catalog.princeton.edu/catalog/coin-8245,Coin 8245,5.18
coin-9278,https://catalog.princeton.edu/catalog/coin-9278,Coin 9278,1.59
coin-13749,https://catalog.princeton.edu/catalog/coin-13749,Coin 13749,
coin-13609,https://catalog.princeton.edu/catalog/coin-13609,Coin 13609,1.5
coin-13424,https://catalog.princeton.edu/catalog/coin-13424,Coin 13424,1.62
coin-13607,https://catalog.princeton.edu/catalog/coin-13607,Coin 13607,1.24
coin-13527,https://catalog.princeton.edu/catalog/coin-13527,Coin 13527,1.12
coin-13423,https://catalog.princeton.edu/catalog/coin-13423,Coin 13423,1.53
coin-12737,https://catalog.princeton.edu/catalog/coin-12737,Coin 12737,0.98
coin-13745,https://catalog.princeton.edu/catalog/coin-13745,Coin 13745,2.31
coin-13977,https://catalog.princeton.edu/catalog/coin-13977,Coin 13977,
coin-13751,https://catalog.princeton.edu/catalog/coin-13751,Coin 13751,3.99
coin-13526,https://catalog.princeton.edu/catalog/coin-13526,Coin 13526,1.17
coin-13724,https://catalog.princeton.edu/catalog/coin-13724,Coin 13724,
coin-12736,https://catalog.princeton.edu/catalog/coin-12736,Coin 12736,1.0
coin-13624,https://catalog.princeton.edu/catalog/coin-13624,Coin 13624,1.28
coin-13625,https://catalog.princeton.edu/catalog/coin-13625,Coin 13625,1.43
coin-13750,https://catalog.princeton.edu/catalog/coin-13750,Coin 13750,
