identifier,full_link,title,weight
coin-14839,https://catalog.princeton.edu/catalog/coin-14839,Coin 14839,3.88
coin-14838,https://catalog.princeton.edu/catalog/coin-14838,Coin 14838,3.82
coin-14836,https://catalog.princeton.edu/catalog/coin-14836,Coin 14836,3.84
coin-14843,https://catalog.princeton.edu/catalog/coin-14843,Coin 14843,3.7
coin-14844,https://catalog.princeton.edu/catalog/coin-14844,Coin 14844,3.78
coin-14845,https://catalog.princeton.edu/catalog/coin-14845,Coin 14845,3.94
coin-14846,https://catalog.princeton.edu/catalog/coin-14846,Coin 14846,3.8
coin-14849,https://catalog.princeton.edu/catalog/coin-14849,Coin 14849,13.41
coin-14847,https://catalog.princeton.edu/catalog/coin-14847,Coin 14847,3.81
coin-14856,https://catalog.princeton.edu/catalog/coin-14856,Coin 14856,3.84
coin-14854,https://catalog.princeton.edu/catalog/coin-14854,Coin 14854,3.98
coin-14853,https://catalog.princeton.edu/catalog/coin-14853,Coin 14853,3.97
coin-14851,https://catalog.princeton.edu/catalog/coin-14851,Coin 14851,3.77
coin-14850,https://catalog.princeton.edu/catalog/coin-14850,Coin 14850,3.98
coin-1516,https://catalog.princeton.edu/catalog/coin-1516,Coin 1516,45.39
coin-14852,https://catalog.princeton.edu/catalog/coin-14852,Coin 14852,13.46
coin-14857,https://catalog.princeton.edu/catalog/coin-14857,Coin 14857,13.15
coin-14860,https://catalog.princeton.edu/catalog/coin-14860,Coin 14860,13.23
coin-14861,https://catalog.princeton.edu/catalog/coin-14861,Coin 14861,13.33
coin-14862,https://catalog.princeton.edu/catalog/coin-14862,Coin 14862,13.33
coin-14863,https://catalog.princeton.edu/catalog/coin-14863,Coin 14863,3.86
coin-3205,https://catalog.princeton.edu/catalog/coin-3205,Coin 3205,3.57
coin-3419,https://catalog.princeton.edu/catalog/coin-3419,Coin 3419,5.22
coin-3894,https://catalog.princeton.edu/catalog/coin-3894,Coin 3894,10.32
coin-3524,https://catalog.princeton.edu/catalog/coin-3524,Coin 3524,3.85
coin-3548,https://catalog.princeton.edu/catalog/coin-3548,Coin 3548,10.2
coin-3931,https://catalog.princeton.edu/catalog/coin-3931,Coin 3931,8.75
coin-3575,https://catalog.princeton.edu/catalog/coin-3575,Coin 3575,16.56
coin-3506,https://catalog.princeton.edu/catalog/coin-3506,Coin 3506,3.91
coin-3417,https://catalog.princeton.edu/catalog/coin-3417,Coin 3417,5.88
coin-3564,https://catalog.princeton.edu/catalog/coin-3564,Coin 3564,4.38
coin-3373,https://catalog.princeton.edu/catalog/coin-3373,Coin 3373,9.67
coin-3507,https://catalog.princeton.edu/catalog/coin-3507,Coin 3507,9.07
coin-3416,https://catalog.princeton.edu/catalog/coin-3416,Coin 3416,5.54
coin-3532,https://catalog.princeton.edu/catalog/coin-3532,Coin 3532,8.66
coin-2952,https://catalog.princeton.edu/catalog/coin-2952,Coin 2952,4.72
coin-2946,https://catalog.princeton.edu/catalog/coin-2946,Coin 2946,2.71
coin-2927,https://catalog.princeton.edu/catalog/coin-2927,Coin 2927,5.21
coin-3106,https://catalog.princeton.edu/catalog/coin-3106,Coin 3106,8.7
coin-2909,https://catalog.princeton.edu/catalog/coin-2909,Coin 2909,3.46
coin-2914,https://catalog.princeton.edu/catalog/coin-2914,Coin 2914,4.1
coin-2815,https://catalog.princeton.edu/catalog/coin-2815,Coin 2815,
coin-3102,https://catalog.princeton.edu/catalog/coin-3102,Coin 3102,7.23
coin-2814,https://catalog.princeton.edu/catalog/coin-2814,Coin 2814,
coin-3002,https://catalog.princeton.edu/catalog/coin-3002,Coin 3002,
coin-2970,https://catalog.princeton.edu/catalog/coin-2970,Coin 2970,5.92
coin-3139,https://catalog.princeton.edu/catalog/coin-3139,Coin 3139,5.01
coin-2882,https://catalog.princeton.edu/catalog/coin-2882,Coin 2882,12.34
coin-2831,https://catalog.princeton.edu/catalog/coin-2831,Coin 2831,
coin-2830,https://catalog.princeton.edu/catalog/coin-2830,Coin 2830,
coin-2832,https://catalog.princeton.edu/catalog/coin-2832,Coin 2832,
coin-2786,https://catalog.princeton.edu/catalog/coin-2786,Coin 2786,
coin-2829,https://catalog.princeton.edu/catalog/coin-2829,Coin 2829,
coin-2794,https://catalog.princeton.edu/catalog/coin-2794,Coin 2794,
coin-2972,https://catalog.princeton.edu/catalog/coin-2972,Coin 2972,9.37
coin-2876,https://catalog.princeton.edu/catalog/coin-2876,Coin 2876,6.0
coin-2888,https://catalog.princeton.edu/catalog/coin-2888,Coin 2888,8.97
coin-2850,https://catalog.princeton.edu/catalog/coin-2850,Coin 2850,15.63
coin-2810,https://catalog.princeton.edu/catalog/coin-2810,Coin 2810,
coin-2774,https://catalog.princeton.edu/catalog/coin-2774,Coin 2774,
coin-2784,https://catalog.princeton.edu/catalog/coin-2784,Coin 2784,
coin-2694,https://catalog.princeton.edu/catalog/coin-2694,Coin 2694,
coin-2761,https://catalog.princeton.edu/catalog/coin-2761,Coin 2761,
coin-2772,https://catalog.princeton.edu/catalog/coin-2772,Coin 2772,
coin-2770,https://catalog.princeton.edu/catalog/coin-2770,Coin 2770,
coin-2752,https://catalog.princeton.edu/catalog/coin-2752,Coin 2752,
coin-2767,https://catalog.princeton.edu/catalog/coin-2767,Coin 2767,
coin-2766,https://catalog.princeton.edu/catalog/coin-2766,Coin 2766,
coin-2787,https://catalog.princeton.edu/catalog/coin-2787,Coin 2787,
coin-2804,https://catalog.princeton.edu/catalog/coin-2804,Coin 2804,
coin-2799,https://catalog.princeton.edu/catalog/coin-2799,Coin 2799,
coin-2792,https://catalog.princeton.edu/catalog/coin-2792,Coin 2792,
coin-2806,https://catalog.princeton.edu/catalog/coin-2806,Coin 2806,
coin-2769,https://catalog.princeton.edu/catalog/coin-2769,Coin 2769,
coin-2801,https://catalog.princeton.edu/catalog/coin-2801,Coin 2801,
coin-2742,https://catalog.princeton.edu/catalog/coin-2742,Coin 2742,
coin-2724,https://catalog.princeton.edu/catalog/coin-2724,Coin 2724,3.61
coin-2285,https://catalog.princeton.edu/catalog/coin-2285,Coin 2285,15.77
coin-2505,https://catalog.princeton.edu/catalog/coin-2505,Coin 2505,1.58
coin-2820,https://catalog.princeton.edu/catalog/coin-2820,Coin 2820,
coin-2497,https://catalog.princeton.edu/catalog/coin-2497,Coin 2497,2.12
coin-2796,https://catalog.princeton.edu/catalog/coin-2796,Coin 2796,
coin-2486,https://catalog.princeton.edu/catalog/coin-2486,Coin 2486,3.49
coin-2478,https://catalog.princeton.edu/catalog/coin-2478,Coin 2478,2.05
coin-3050,https://catalog.princeton.edu/catalog/coin-3050,Coin 3050,11.87
coin-3121,https://catalog.princeton.edu/catalog/coin-3121,Coin 3121,11.84
coin-2488,https://catalog.princeton.edu/catalog/coin-2488,Coin 2488,2.12
coin-2780,https://catalog.princeton.edu/catalog/coin-2780,Coin 2780,
coin-2484,https://catalog.princeton.edu/catalog/coin-2484,Coin 2484,1.9
coin-2485,https://catalog.princeton.edu/catalog/coin-2485,Coin 2485,3.49
coin-2691,https://catalog.princeton.edu/catalog/coin-2691,Coin 2691,
coin-2749,https://catalog.princeton.edu/catalog/coin-2749,Coin 2749,
coin-2728,https://catalog.princeton.edu/catalog/coin-2728,Coin 2728,
coin-2747,https://catalog.princeton.edu/catalog/coin-2747,Coin 2747,9.76
coin-2469,https://catalog.princeton.edu/catalog/coin-2469,Coin 2469,0.54
coin-2722,https://catalog.princeton.edu/catalog/coin-2722,Coin 2722,
coin-2735,https://catalog.princeton.edu/catalog/coin-2735,Coin 2735,
coin-2471,https://catalog.princeton.edu/catalog/coin-2471,Coin 2471,1.61
coin-2714,https://catalog.princeton.edu/catalog/coin-2714,Coin 2714,
coin-2279,https://catalog.princeton.edu/catalog/coin-2279,Coin 2279,13.05
coin-3133,https://catalog.princeton.edu/catalog/coin-3133,Coin 3133,5.35
coin-3099,https://catalog.princeton.edu/catalog/coin-3099,Coin 3099,6.08
coin-3048,https://catalog.princeton.edu/catalog/coin-3048,Coin 3048,14.29
coin-2373,https://catalog.princeton.edu/catalog/coin-2373,Coin 2373,1.98
coin-3015,https://catalog.princeton.edu/catalog/coin-3015,Coin 3015,12.86
coin-3105,https://catalog.princeton.edu/catalog/coin-3105,Coin 3105,8.24
coin-2363,https://catalog.princeton.edu/catalog/coin-2363,Coin 2363,2.01
coin-3081,https://catalog.princeton.edu/catalog/coin-3081,Coin 3081,4.77
coin-2351,https://catalog.princeton.edu/catalog/coin-2351,Coin 2351,1.12
coin-2943,https://catalog.princeton.edu/catalog/coin-2943,Coin 2943,4.25
coin-3037,https://catalog.princeton.edu/catalog/coin-3037,Coin 3037,11.66
coin-9508,https://catalog.princeton.edu/catalog/coin-9508,Coin 9508,
coin-2346,https://catalog.princeton.edu/catalog/coin-2346,Coin 2346,1.4
coin-2349,https://catalog.princeton.edu/catalog/coin-2349,Coin 2349,8.99
coin-3652,https://catalog.princeton.edu/catalog/coin-3652,Coin 3652,
coin-2345,https://catalog.princeton.edu/catalog/coin-2345,Coin 2345,15.37
coin-2341,https://catalog.princeton.edu/catalog/coin-2341,Coin 2341,1.04
coin-2758,https://catalog.princeton.edu/catalog/coin-2758,Coin 2758,
coin-2753,https://catalog.princeton.edu/catalog/coin-2753,Coin 2753,
coin-2739,https://catalog.princeton.edu/catalog/coin-2739,Coin 2739,
coin-2731,https://catalog.princeton.edu/catalog/coin-2731,Coin 2731,
coin-3891,https://catalog.princeton.edu/catalog/coin-3891,Coin 3891,11.14
coin-3474,https://catalog.princeton.edu/catalog/coin-3474,Coin 3474,10.19
coin-3849,https://catalog.princeton.edu/catalog/coin-3849,Coin 3849,
coin-3896,https://catalog.princeton.edu/catalog/coin-3896,Coin 3896,4.09
coin-3881,https://catalog.princeton.edu/catalog/coin-3881,Coin 3881,10.25
coin-3879,https://catalog.princeton.edu/catalog/coin-3879,Coin 3879,9.79
coin-3923,https://catalog.princeton.edu/catalog/coin-3923,Coin 3923,8.08
coin-3867,https://catalog.princeton.edu/catalog/coin-3867,Coin 3867,
coin-3872,https://catalog.princeton.edu/catalog/coin-3872,Coin 3872,6.9
coin-3472,https://catalog.princeton.edu/catalog/coin-3472,Coin 3472,10.26
coin-3866,https://catalog.princeton.edu/catalog/coin-3866,Coin 3866,
coin-3860,https://catalog.princeton.edu/catalog/coin-3860,Coin 3860,
coin-9561,https://catalog.princeton.edu/catalog/coin-9561,Coin 9561,
coin-3857,https://catalog.princeton.edu/catalog/coin-3857,Coin 3857,
coin-9568,https://catalog.princeton.edu/catalog/coin-9568,Coin 9568,
coin-3831,https://catalog.princeton.edu/catalog/coin-3831,Coin 3831,
coin-3838,https://catalog.princeton.edu/catalog/coin-3838,Coin 3838,
coin-3827,https://catalog.princeton.edu/catalog/coin-3827,Coin 3827,
coin-9542,https://catalog.princeton.edu/catalog/coin-9542,Coin 9542,
coin-3802,https://catalog.princeton.edu/catalog/coin-3802,Coin 3802,
coin-3785,https://catalog.princeton.edu/catalog/coin-3785,Coin 3785,48.7
coin-3698,https://catalog.princeton.edu/catalog/coin-3698,Coin 3698,
coin-3729,https://catalog.princeton.edu/catalog/coin-3729,Coin 3729,
coin-3798,https://catalog.princeton.edu/catalog/coin-3798,Coin 3798,
coin-3728,https://catalog.princeton.edu/catalog/coin-3728,Coin 3728,
coin-3770,https://catalog.princeton.edu/catalog/coin-3770,Coin 3770,28.01
coin-4728,https://catalog.princeton.edu/catalog/coin-4728,Coin 4728,0.69
coin-3727,https://catalog.princeton.edu/catalog/coin-3727,Coin 3727,
coin-3704,https://catalog.princeton.edu/catalog/coin-3704,Coin 3704,
coin-3702,https://catalog.princeton.edu/catalog/coin-3702,Coin 3702,
coin-3668,https://catalog.princeton.edu/catalog/coin-3668,Coin 3668,3.15
coin-5107,https://catalog.princeton.edu/catalog/coin-5107,Coin 5107,6.68
coin-3703,https://catalog.princeton.edu/catalog/coin-3703,Coin 3703,
coin-3935,https://catalog.princeton.edu/catalog/coin-3935,Coin 3935,7.29
coin-9443,https://catalog.princeton.edu/catalog/coin-9443,Coin 9443,
coin-9432,https://catalog.princeton.edu/catalog/coin-9432,Coin 9432,
coin-3780,https://catalog.princeton.edu/catalog/coin-3780,Coin 3780,2.89
coin-3459,https://catalog.princeton.edu/catalog/coin-3459,Coin 3459,11.05
coin-9446,https://catalog.princeton.edu/catalog/coin-9446,Coin 9446,
coin-3662,https://catalog.princeton.edu/catalog/coin-3662,Coin 3662,3.51
coin-3645,https://catalog.princeton.edu/catalog/coin-3645,Coin 3645,
coin-3661,https://catalog.princeton.edu/catalog/coin-3661,Coin 3661,20.12
coin-9521,https://catalog.princeton.edu/catalog/coin-9521,Coin 9521,
coin-4729,https://catalog.princeton.edu/catalog/coin-4729,Coin 4729,0.89
coin-9640,https://catalog.princeton.edu/catalog/coin-9640,Coin 9640,
coin-3644,https://catalog.princeton.edu/catalog/coin-3644,Coin 3644,
coin-3638,https://catalog.princeton.edu/catalog/coin-3638,Coin 3638,
coin-3907,https://catalog.princeton.edu/catalog/coin-3907,Coin 3907,9.02
coin-3626,https://catalog.princeton.edu/catalog/coin-3626,Coin 3626,
coin-3572,https://catalog.princeton.edu/catalog/coin-3572,Coin 3572,3.61
coin-3420,https://catalog.princeton.edu/catalog/coin-3420,Coin 3420,4.72
coin-5075,https://catalog.princeton.edu/catalog/coin-5075,Coin 5075,6.04
coin-3421,https://catalog.princeton.edu/catalog/coin-3421,Coin 3421,5.63
coin-3334,https://catalog.princeton.edu/catalog/coin-3334,Coin 3334,3.76
coin-3508,https://catalog.princeton.edu/catalog/coin-3508,Coin 3508,6.26
coin-3646,https://catalog.princeton.edu/catalog/coin-3646,Coin 3646,
coin-3560,https://catalog.princeton.edu/catalog/coin-3560,Coin 3560,4.08
coin-3559,https://catalog.princeton.edu/catalog/coin-3559,Coin 3559,7.27
coin-3903,https://catalog.princeton.edu/catalog/coin-3903,Coin 3903,4.1
coin-3567,https://catalog.princeton.edu/catalog/coin-3567,Coin 3567,4.06
coin-3627,https://catalog.princeton.edu/catalog/coin-3627,Coin 3627,42.14
coin-3544,https://catalog.princeton.edu/catalog/coin-3544,Coin 3544,4.22
coin-3689,https://catalog.princeton.edu/catalog/coin-3689,Coin 3689,
coin-3552,https://catalog.princeton.edu/catalog/coin-3552,Coin 3552,11.11
coin-3535,https://catalog.princeton.edu/catalog/coin-3535,Coin 3535,5.87
coin-3514,https://catalog.princeton.edu/catalog/coin-3514,Coin 3514,17.32
coin-9747,https://catalog.princeton.edu/catalog/coin-9747,Coin 9747,
coin-3511,https://catalog.princeton.edu/catalog/coin-3511,Coin 3511,7.21
coin-3509,https://catalog.princeton.edu/catalog/coin-3509,Coin 3509,7.97
coin-9743,https://catalog.princeton.edu/catalog/coin-9743,Coin 9743,
coin-3440,https://catalog.princeton.edu/catalog/coin-3440,Coin 3440,
coin-4522,https://catalog.princeton.edu/catalog/coin-4522,Coin 4522,2.24
coin-3449,https://catalog.princeton.edu/catalog/coin-3449,Coin 3449,
coin-9748,https://catalog.princeton.edu/catalog/coin-9748,Coin 9748,
coin-3445,https://catalog.princeton.edu/catalog/coin-3445,Coin 3445,
coin-3432,https://catalog.princeton.edu/catalog/coin-3432,Coin 3432,
coin-3452,https://catalog.princeton.edu/catalog/coin-3452,Coin 3452,
coin-3399,https://catalog.princeton.edu/catalog/coin-3399,Coin 3399,4.06
coin-3408,https://catalog.princeton.edu/catalog/coin-3408,Coin 3408,5.11
coin-3387,https://catalog.princeton.edu/catalog/coin-3387,Coin 3387,5.79
coin-3323,https://catalog.princeton.edu/catalog/coin-3323,Coin 3323,4.2
coin-3301,https://catalog.princeton.edu/catalog/coin-3301,Coin 3301,4.27
coin-9732,https://catalog.princeton.edu/catalog/coin-9732,Coin 9732,
coin-9736,https://catalog.princeton.edu/catalog/coin-9736,Coin 9736,
coin-9737,https://catalog.princeton.edu/catalog/coin-9737,Coin 9737,
coin-9728,https://catalog.princeton.edu/catalog/coin-9728,Coin 9728,
coin-3132,https://catalog.princeton.edu/catalog/coin-3132,Coin 3132,6.3
coin-3288,https://catalog.princeton.edu/catalog/coin-3288,Coin 3288,
coin-9729,https://catalog.princeton.edu/catalog/coin-9729,Coin 9729,
coin-3331,https://catalog.princeton.edu/catalog/coin-3331,Coin 3331,3.19
coin-3287,https://catalog.princeton.edu/catalog/coin-3287,Coin 3287,
coin-3281,https://catalog.princeton.edu/catalog/coin-3281,Coin 3281,
coin-3278,https://catalog.princeton.edu/catalog/coin-3278,Coin 3278,
coin-3258,https://catalog.princeton.edu/catalog/coin-3258,Coin 3258,4.38
coin-3277,https://catalog.princeton.edu/catalog/coin-3277,Coin 3277,
coin-3251,https://catalog.princeton.edu/catalog/coin-3251,Coin 3251,3.77
coin-3290,https://catalog.princeton.edu/catalog/coin-3290,Coin 3290,
coin-9718,https://catalog.princeton.edu/catalog/coin-9718,Coin 9718,
coin-3257,https://catalog.princeton.edu/catalog/coin-3257,Coin 3257,3.97
coin-3241,https://catalog.princeton.edu/catalog/coin-3241,Coin 3241,3.8
coin-6320,https://catalog.princeton.edu/catalog/coin-6320,Coin 6320,
coin-6328,https://catalog.princeton.edu/catalog/coin-6328,Coin 6328,
coin-6324,https://catalog.princeton.edu/catalog/coin-6324,Coin 6324,
coin-6329,https://catalog.princeton.edu/catalog/coin-6329,Coin 6329,
coin-6331,https://catalog.princeton.edu/catalog/coin-6331,Coin 6331,
coin-6327,https://catalog.princeton.edu/catalog/coin-6327,Coin 6327,
coin-4621,https://catalog.princeton.edu/catalog/coin-4621,Coin 4621,2.22
coin-6330,https://catalog.princeton.edu/catalog/coin-6330,Coin 6330,
coin-6050,https://catalog.princeton.edu/catalog/coin-6050,Coin 6050,2.59
coin-6323,https://catalog.princeton.edu/catalog/coin-6323,Coin 6323,
coin-6333,https://catalog.princeton.edu/catalog/coin-6333,Coin 6333,
coin-6332,https://catalog.princeton.edu/catalog/coin-6332,Coin 6332,
coin-6071,https://catalog.princeton.edu/catalog/coin-6071,Coin 6071,
coin-4622,https://catalog.princeton.edu/catalog/coin-4622,Coin 4622,1.44
coin-6335,https://catalog.princeton.edu/catalog/coin-6335,Coin 6335,3.78
coin-6313,https://catalog.princeton.edu/catalog/coin-6313,Coin 6313,
coin-6340,https://catalog.princeton.edu/catalog/coin-6340,Coin 6340,
coin-6342,https://catalog.princeton.edu/catalog/coin-6342,Coin 6342,
coin-6326,https://catalog.princeton.edu/catalog/coin-6326,Coin 6326,
coin-6337,https://catalog.princeton.edu/catalog/coin-6337,Coin 6337,3.43
coin-4623,https://catalog.princeton.edu/catalog/coin-4623,Coin 4623,1.88
coin-6343,https://catalog.princeton.edu/catalog/coin-6343,Coin 6343,
coin-6347,https://catalog.princeton.edu/catalog/coin-6347,Coin 6347,
coin-6344,https://catalog.princeton.edu/catalog/coin-6344,Coin 6344,
coin-6341,https://catalog.princeton.edu/catalog/coin-6341,Coin 6341,
coin-6083,https://catalog.princeton.edu/catalog/coin-6083,Coin 6083,
coin-6338,https://catalog.princeton.edu/catalog/coin-6338,Coin 6338,4.3
coin-6351,https://catalog.princeton.edu/catalog/coin-6351,Coin 6351,
coin-6774,https://catalog.princeton.edu/catalog/coin-6774,Coin 6774,2.98
coin-6352,https://catalog.princeton.edu/catalog/coin-6352,Coin 6352,
coin-6353,https://catalog.princeton.edu/catalog/coin-6353,Coin 6353,
coin-6334,https://catalog.princeton.edu/catalog/coin-6334,Coin 6334,
coin-6346,https://catalog.princeton.edu/catalog/coin-6346,Coin 6346,
coin-6350,https://catalog.princeton.edu/catalog/coin-6350,Coin 6350,
coin-6354,https://catalog.princeton.edu/catalog/coin-6354,Coin 6354,
coin-6355,https://catalog.princeton.edu/catalog/coin-6355,Coin 6355,
coin-4624,https://catalog.princeton.edu/catalog/coin-4624,Coin 4624,1.34
coin-6356,https://catalog.princeton.edu/catalog/coin-6356,Coin 6356,
coin-6357,https://catalog.princeton.edu/catalog/coin-6357,Coin 6357,
coin-6358,https://catalog.princeton.edu/catalog/coin-6358,Coin 6358,
coin-6348,https://catalog.princeton.edu/catalog/coin-6348,Coin 6348,
coin-6418,https://catalog.princeton.edu/catalog/coin-6418,Coin 6418,
coin-6421,https://catalog.princeton.edu/catalog/coin-6421,Coin 6421,
coin-4634,https://catalog.princeton.edu/catalog/coin-4634,Coin 4634,1.38
coin-6447,https://catalog.princeton.edu/catalog/coin-6447,Coin 6447,34.99
coin-6441,https://catalog.princeton.edu/catalog/coin-6441,Coin 6441,34.74
coin-6448,https://catalog.princeton.edu/catalog/coin-6448,Coin 6448,30.07
coin-6451,https://catalog.princeton.edu/catalog/coin-6451,Coin 6451,33.96
coin-6412,https://catalog.princeton.edu/catalog/coin-6412,Coin 6412,
coin-6454,https://catalog.princeton.edu/catalog/coin-6454,Coin 6454,34.85
coin-6452,https://catalog.princeton.edu/catalog/coin-6452,Coin 6452,27.19
coin-6453,https://catalog.princeton.edu/catalog/coin-6453,Coin 6453,25.08
coin-6567,https://catalog.princeton.edu/catalog/coin-6567,Coin 6567,50.18
coin-6574,https://catalog.princeton.edu/catalog/coin-6574,Coin 6574,
coin-6582,https://catalog.princeton.edu/catalog/coin-6582,Coin 6582,7.49
coin-6572,https://catalog.princeton.edu/catalog/coin-6572,Coin 6572,0.8
coin-4646,https://catalog.princeton.edu/catalog/coin-4646,Coin 4646,
coin-6576,https://catalog.princeton.edu/catalog/coin-6576,Coin 6576,1.32
coin-6586,https://catalog.princeton.edu/catalog/coin-6586,Coin 6586,7.51
coin-1112,https://catalog.princeton.edu/catalog/coin-1112,Coin 1112,14.2
coin-4647,https://catalog.princeton.edu/catalog/coin-4647,Coin 4647,2.3
coin-6581,https://catalog.princeton.edu/catalog/coin-6581,Coin 6581,7.77
coin-6584,https://catalog.princeton.edu/catalog/coin-6584,Coin 6584,7.68
coin-6587,https://catalog.princeton.edu/catalog/coin-6587,Coin 6587,7.75
coin-6583,https://catalog.princeton.edu/catalog/coin-6583,Coin 6583,1.17
coin-6640,https://catalog.princeton.edu/catalog/coin-6640,Coin 6640,0.74
coin-6588,https://catalog.princeton.edu/catalog/coin-6588,Coin 6588,1.67
coin-6593,https://catalog.princeton.edu/catalog/coin-6593,Coin 6593,7.97
coin-6590,https://catalog.princeton.edu/catalog/coin-6590,Coin 6590,7.64
coin-6592,https://catalog.princeton.edu/catalog/coin-6592,Coin 6592,2.08
coin-6591,https://catalog.princeton.edu/catalog/coin-6591,Coin 6591,7.52
coin-4648,https://catalog.princeton.edu/catalog/coin-4648,Coin 4648,1.55
coin-5225,https://catalog.princeton.edu/catalog/coin-5225,Coin 5225,7.462999999999999
coin-6450,https://catalog.princeton.edu/catalog/coin-6450,Coin 6450,33.95
coin-6462,https://catalog.princeton.edu/catalog/coin-6462,Coin 6462,33.68
coin-6464,https://catalog.princeton.edu/catalog/coin-6464,Coin 6464,30.32
coin-6471,https://catalog.princeton.edu/catalog/coin-6471,Coin 6471,34.3
coin-5413,https://catalog.princeton.edu/catalog/coin-5413,Coin 5413,3.95
coin-6455,https://catalog.princeton.edu/catalog/coin-6455,Coin 6455,25.98
coin-6467,https://catalog.princeton.edu/catalog/coin-6467,Coin 6467,34.5
coin-6413,https://catalog.princeton.edu/catalog/coin-6413,Coin 6413,
coin-6472,https://catalog.princeton.edu/catalog/coin-6472,Coin 6472,34.71
coin-6466,https://catalog.princeton.edu/catalog/coin-6466,Coin 6466,34.64
coin-4637,https://catalog.princeton.edu/catalog/coin-4637,Coin 4637,2.2
coin-6469,https://catalog.princeton.edu/catalog/coin-6469,Coin 6469,33.4
coin-6475,https://catalog.princeton.edu/catalog/coin-6475,Coin 6475,4.47
coin-6463,https://catalog.princeton.edu/catalog/coin-6463,Coin 6463,28.11
coin-6477,https://catalog.princeton.edu/catalog/coin-6477,Coin 6477,4.38
coin-6684,https://catalog.princeton.edu/catalog/coin-6684,Coin 6684,12.24
coin-6476,https://catalog.princeton.edu/catalog/coin-6476,Coin 6476,4.5
coin-6444,https://catalog.princeton.edu/catalog/coin-6444,Coin 6444,32.92
coin-6474,https://catalog.princeton.edu/catalog/coin-6474,Coin 6474,4.38
coin-4638,https://catalog.princeton.edu/catalog/coin-4638,Coin 4638,1.59
coin-6461,https://catalog.princeton.edu/catalog/coin-6461,Coin 6461,30.25
coin-6487,https://catalog.princeton.edu/catalog/coin-6487,Coin 6487,3.522
coin-6460,https://catalog.princeton.edu/catalog/coin-6460,Coin 6460,27.35
coin-6491,https://catalog.princeton.edu/catalog/coin-6491,Coin 6491,3.52
coin-6492,https://catalog.princeton.edu/catalog/coin-6492,Coin 6492,3.361
coin-6495,https://catalog.princeton.edu/catalog/coin-6495,Coin 6495,3.5389999999999997
coin-6488,https://catalog.princeton.edu/catalog/coin-6488,Coin 6488,3.438
coin-6930,https://catalog.princeton.edu/catalog/coin-6930,Coin 6930,1.99
coin-650,https://catalog.princeton.edu/catalog/coin-650,Coin 650,1.16
coin-544,https://catalog.princeton.edu/catalog/coin-544,Coin 544,1.33
coin-542,https://catalog.princeton.edu/catalog/coin-542,Coin 542,1.0
coin-500,https://catalog.princeton.edu/catalog/coin-500,Coin 500,1.78
coin-653,https://catalog.princeton.edu/catalog/coin-653,Coin 653,16.39
coin-589,https://catalog.princeton.edu/catalog/coin-589,Coin 589,1.55
coin-599,https://catalog.princeton.edu/catalog/coin-599,Coin 599,16.67
coin-2656,https://catalog.princeton.edu/catalog/coin-2656,Coin 2656,1.75
coin-728,https://catalog.princeton.edu/catalog/coin-728,Coin 728,15.98
coin-332,https://catalog.princeton.edu/catalog/coin-332,Coin 332,1.57
coin-678,https://catalog.princeton.edu/catalog/coin-678,Coin 678,3.7
coin-5265,https://catalog.princeton.edu/catalog/coin-5265,Coin 5265,
coin-333,https://catalog.princeton.edu/catalog/coin-333,Coin 333,1.12
coin-391,https://catalog.princeton.edu/catalog/coin-391,Coin 391,1.92
coin-512,https://catalog.princeton.edu/catalog/coin-512,Coin 512,16.63
coin-510,https://catalog.princeton.edu/catalog/coin-510,Coin 510,17.03
coin-4980,https://catalog.princeton.edu/catalog/coin-4980,Coin 4980,7.13
coin-494,https://catalog.princeton.edu/catalog/coin-494,Coin 494,17.14
coin-280,https://catalog.princeton.edu/catalog/coin-280,Coin 280,1.41
coin-498,https://catalog.princeton.edu/catalog/coin-498,Coin 498,16.58
coin-508,https://catalog.princeton.edu/catalog/coin-508,Coin 508,16.94
coin-329,https://catalog.princeton.edu/catalog/coin-329,Coin 329,
coin-524,https://catalog.princeton.edu/catalog/coin-524,Coin 524,17.13
coin-467,https://catalog.princeton.edu/catalog/coin-467,Coin 467,2.92
coin-496,https://catalog.princeton.edu/catalog/coin-496,Coin 496,16.38
coin-492,https://catalog.princeton.edu/catalog/coin-492,Coin 492,16.36
coin-268,https://catalog.princeton.edu/catalog/coin-268,Coin 268,1.52
coin-442,https://catalog.princeton.edu/catalog/coin-442,Coin 442,3.28
coin-862,https://catalog.princeton.edu/catalog/coin-862,Coin 862,13.76
coin-2680,https://catalog.princeton.edu/catalog/coin-2680,Coin 2680,3.65
coin-483,https://catalog.princeton.edu/catalog/coin-483,Coin 483,16.58
coin-690,https://catalog.princeton.edu/catalog/coin-690,Coin 690,1.26
coin-2682,https://catalog.princeton.edu/catalog/coin-2682,Coin 2682,3.76
coin-451,https://catalog.princeton.edu/catalog/coin-451,Coin 451,3.58
coin-2653,https://catalog.princeton.edu/catalog/coin-2653,Coin 2653,3.79
coin-267,https://catalog.princeton.edu/catalog/coin-267,Coin 267,1.76
coin-386,https://catalog.princeton.edu/catalog/coin-386,Coin 386,1.67
coin-460,https://catalog.princeton.edu/catalog/coin-460,Coin 460,1.01
coin-856,https://catalog.princeton.edu/catalog/coin-856,Coin 856,3.55
