identifier,full_link,title,weight,axis
coin-3610,https://catalog.princeton.edu/catalog/coin-3610,"Unknown, follis, Constantinople",10.05,5
coin-3611,https://catalog.princeton.edu/catalog/coin-3611,"Unknown, follis, Constantinople",8.7,6
coin-3612,https://catalog.princeton.edu/catalog/coin-3612,"Unknown, follis, Constantinople",9.55,6
coin-3613,https://catalog.princeton.edu/catalog/coin-3613,"Unknown, follis, Constantinople",5.25,6
coin-3614,https://catalog.princeton.edu/catalog/coin-3614,"Unknown, follis, Constantinople",9.26,5
coin-3615,https://catalog.princeton.edu/catalog/coin-3615,"Unknown, follis, Constantinople",9.66,6
coin-3616,https://catalog.princeton.edu/catalog/coin-3616,"Unknown, follis, Constantinople",4.06,6
coin-3617,https://catalog.princeton.edu/catalog/coin-3617,"Tai Chang 泰昌 (Zhu Chang Luo 朱常洛) (1620 to 1621), 1 Cash",3.49,
coin-3618,https://catalog.princeton.edu/catalog/coin-3618,"Tai Chang 泰昌 (Zhu Chang Luo 朱常洛) (1620 to 1621), 1 Cash",3.98,
coin-3619,https://catalog.princeton.edu/catalog/coin-3619,"Tai Chang 泰昌 (Zhu Chang Luo 朱常洛) (1620 to 1621), 1 Cash",4.64,
coin-362,https://catalog.princeton.edu/catalog/coin-362,"'Abd al Aziz (1861 to 1875), quarter lira, Constantinople",1.78,12
coin-3620,https://catalog.princeton.edu/catalog/coin-3620,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 1 Cash",6.39,
coin-3621,https://catalog.princeton.edu/catalog/coin-3621,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 1 Cash",2.23,
coin-3622,https://catalog.princeton.edu/catalog/coin-3622,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 1 Cash",3.34,
coin-3623,https://catalog.princeton.edu/catalog/coin-3623,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",23.22,
coin-3624,https://catalog.princeton.edu/catalog/coin-3624,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",21.52,
coin-3625,https://catalog.princeton.edu/catalog/coin-3625,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",27.98,
coin-3626,https://catalog.princeton.edu/catalog/coin-3626,New York,,12
coin-3627,https://catalog.princeton.edu/catalog/coin-3627,Coin 3627,42.14,12
coin-3628,https://catalog.princeton.edu/catalog/coin-3628,Coin 3628,41.42,12
coin-3629,https://catalog.princeton.edu/catalog/coin-3629,Coin 3629,56.73,
coin-363,https://catalog.princeton.edu/catalog/coin-363,"'Abd al Aziz (1861 to 1875), lira, Constantinople",7.07,12
coin-3630,https://catalog.princeton.edu/catalog/coin-3630,"40 Shillings, Philadelphia",,
coin-3631,https://catalog.princeton.edu/catalog/coin-3631,"40 Shillings, Philadelphia",,
coin-3632,https://catalog.princeton.edu/catalog/coin-3632,"2 Shillings, Philadelphia",,
coin-3633,https://catalog.princeton.edu/catalog/coin-3633,"20 Shillings, Philadelphia",,
coin-3635,https://catalog.princeton.edu/catalog/coin-3635,"20 Shillings, Philadelphia",,
coin-3636,https://catalog.princeton.edu/catalog/coin-3636,"20 Shillings, Philadelphia",,
coin-3637,https://catalog.princeton.edu/catalog/coin-3637,"15 shillings, Philadelphia",,
coin-3638,https://catalog.princeton.edu/catalog/coin-3638,"15 shillings, Philadelphia",,
coin-3639,https://catalog.princeton.edu/catalog/coin-3639,"18 pence, Philadelphia",,
coin-364,https://catalog.princeton.edu/catalog/coin-364,"'Abd al Aziz (1861 to 1875), 5 piastre, Constantinople",5.89,12
coin-3640,https://catalog.princeton.edu/catalog/coin-3640,"20 Shillings, Philadelphia",,
coin-3641,https://catalog.princeton.edu/catalog/coin-3641,"20 Shillings, Philadelphia",,
coin-3642,https://catalog.princeton.edu/catalog/coin-3642,"3 Pence, Philadelphia",,
coin-3643,https://catalog.princeton.edu/catalog/coin-3643,"20 Shillings, Philadelphia",,
coin-3644,https://catalog.princeton.edu/catalog/coin-3644,"20 Shillings, Philadelphia",,
coin-3645,https://catalog.princeton.edu/catalog/coin-3645,"3 Pence, Philadelphia",,
coin-3646,https://catalog.princeton.edu/catalog/coin-3646,"10 Shillings, Philadelphia",,
coin-3648,https://catalog.princeton.edu/catalog/coin-3648,"2 Shillings and Sixpence, Philadelphia",,
coin-3649,https://catalog.princeton.edu/catalog/coin-3649,"2 Shillings, Philadelphia",,
coin-365,https://catalog.princeton.edu/catalog/coin-365,"'Abd al Aziz (1861 to 1875), 5 piastre, Constantinople",,
coin-3651,https://catalog.princeton.edu/catalog/coin-3651,"18 pence, Philadelphia",,
coin-3652,https://catalog.princeton.edu/catalog/coin-3652,"6 shillings, Philadelphia",,
coin-3653,https://catalog.princeton.edu/catalog/coin-3653,"14 Shillings, Philadelphia",,
coin-3654,https://catalog.princeton.edu/catalog/coin-3654,"14 Shillings, Philadelphia",,
coin-3655,https://catalog.princeton.edu/catalog/coin-3655,"14 Shillings, Philadelphia",,
coin-3656,https://catalog.princeton.edu/catalog/coin-3656,"16 Shillings, Philadelphia",,
coin-3657,https://catalog.princeton.edu/catalog/coin-3657,"16 Shillings, Philadelphia",,
coin-3658,https://catalog.princeton.edu/catalog/coin-3658,"Anonymous 1120-1140, copper, Antioch",1.25,11
coin-3659,https://catalog.princeton.edu/catalog/coin-3659,"Anonymous 1120-1140, copper, Antioch",0.8,7
coin-366,https://catalog.princeton.edu/catalog/coin-366,"Augustus (-30 to 14), denarius, Rome",3.89,6
coin-3660,https://catalog.princeton.edu/catalog/coin-3660,"Anonymous 1120-1140, copper, Antioch",0.58,12
coin-3661,https://catalog.princeton.edu/catalog/coin-3661,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",20.12,
coin-3662,https://catalog.princeton.edu/catalog/coin-3662,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",3.51,
coin-3663,https://catalog.princeton.edu/catalog/coin-3663,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",2.94,
coin-3664,https://catalog.princeton.edu/catalog/coin-3664,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",3.05,
coin-3665,https://catalog.princeton.edu/catalog/coin-3665,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",4.25,
coin-3666,https://catalog.princeton.edu/catalog/coin-3666,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",2.41,
coin-3667,https://catalog.princeton.edu/catalog/coin-3667,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",3.31,
coin-3668,https://catalog.princeton.edu/catalog/coin-3668,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",3.15,
coin-3669,https://catalog.princeton.edu/catalog/coin-3669,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",2.26,
coin-367,https://catalog.princeton.edu/catalog/coin-367,"Augustus (-30 to 14), denarius, Rome",3.54,8
coin-3670,https://catalog.princeton.edu/catalog/coin-3670,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",,
coin-3671,https://catalog.princeton.edu/catalog/coin-3671,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 2 Cash",4.94,
coin-3672,https://catalog.princeton.edu/catalog/coin-3672,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",3.14,
coin-3673,https://catalog.princeton.edu/catalog/coin-3673,"Unknown, follis, Constantinople",12.3,6
coin-3674,https://catalog.princeton.edu/catalog/coin-3674,"Unknown, follis, Constantinople",12.59,6
coin-3675,https://catalog.princeton.edu/catalog/coin-3675,"Unknown, follis, Constantinople",10.09,6
coin-3676,https://catalog.princeton.edu/catalog/coin-3676,"Unknown, follis, Constantinople",7.39,6
coin-3677,https://catalog.princeton.edu/catalog/coin-3677,"Unknown, follis, Constantinople",11.2,6
coin-3678,https://catalog.princeton.edu/catalog/coin-3678,"Unknown, follis, Constantinople",,6
coin-3679,https://catalog.princeton.edu/catalog/coin-3679,"Unknown, follis, Constantinople",9.29,6
coin-368,https://catalog.princeton.edu/catalog/coin-368,"Augustus (-30 to 14), quinarius",1.52,1
coin-3680,https://catalog.princeton.edu/catalog/coin-3680,"Unknown, follis, Constantinople",5.1,6
coin-3681,https://catalog.princeton.edu/catalog/coin-3681,"Unknown, follis, Constantinople",11.71,6
coin-3682,https://catalog.princeton.edu/catalog/coin-3682,"Unknown, follis, Constantinople",10.26,6
coin-3683,https://catalog.princeton.edu/catalog/coin-3683,Coin 3683,,12
coin-3684,https://catalog.princeton.edu/catalog/coin-3684,Coin 3684,,12
coin-3685,https://catalog.princeton.edu/catalog/coin-3685,Antwerp,50.62,12
coin-3686,https://catalog.princeton.edu/catalog/coin-3686,Coin 3686,29.85,12
coin-3687,https://catalog.princeton.edu/catalog/coin-3687,Coin 3687,13.07,12
coin-3688,https://catalog.princeton.edu/catalog/coin-3688,Coin 3688,9.1,12
coin-3689,https://catalog.princeton.edu/catalog/coin-3689,"10 Shillings, Philadelphia",,
coin-369,https://catalog.princeton.edu/catalog/coin-369,"Augustus (-30 to 14), denarius, Rome",,
coin-3691,https://catalog.princeton.edu/catalog/coin-3691,"10 Shillings, Philadelphia",,
coin-3692,https://catalog.princeton.edu/catalog/coin-3692,"10 Shillings, Philadelphia",,
coin-3693,https://catalog.princeton.edu/catalog/coin-3693,"10 Shillings, Philadelphia",,
coin-3695,https://catalog.princeton.edu/catalog/coin-3695,"4 Shillings, Philadelphia",,
coin-3696,https://catalog.princeton.edu/catalog/coin-3696,"5 Shillings, Philadelphia",,
coin-3697,https://catalog.princeton.edu/catalog/coin-3697,"5 Shillings, Philadelphia",,
coin-3698,https://catalog.princeton.edu/catalog/coin-3698,"5 Shillings, Philadelphia",,
coin-3699,https://catalog.princeton.edu/catalog/coin-3699,"5 Shillings, Philadelphia",,
coin-37,https://catalog.princeton.edu/catalog/coin-37,"Anastasius I (491 to 518), 40 nummi, Constantinople",16.39,7
coin-370,https://catalog.princeton.edu/catalog/coin-370,"Augustus (-30 to 14), denarius, Rome",,
coin-3700,https://catalog.princeton.edu/catalog/coin-3700,"2 Shillings and Sixpence, Philadelphia",,
coin-3701,https://catalog.princeton.edu/catalog/coin-3701,"2 Shillings and Sixpence, Philadelphia",,
coin-3702,https://catalog.princeton.edu/catalog/coin-3702,"2 Shillings, Philadelphia",,
coin-3703,https://catalog.princeton.edu/catalog/coin-3703,"18 pence, Philadelphia",,
coin-3704,https://catalog.princeton.edu/catalog/coin-3704,"18 pence, Philadelphia",,
coin-3705,https://catalog.princeton.edu/catalog/coin-3705,"18 pence, Philadelphia",,
coin-3706,https://catalog.princeton.edu/catalog/coin-3706,"18 pence, Philadelphia",,
coin-3707,https://catalog.princeton.edu/catalog/coin-3707,"2 Shillings, Philadelphia",,
coin-3708,https://catalog.princeton.edu/catalog/coin-3708,"2 Shillings, Philadelphia",,
coin-3709,https://catalog.princeton.edu/catalog/coin-3709,"2 Shillings, Philadelphia",,
coin-371,https://catalog.princeton.edu/catalog/coin-371,"Augustus (-30 to 14), quinarius",1.44,3
coin-3710,https://catalog.princeton.edu/catalog/coin-3710,"10 Shillings, Philadelphia",,
coin-3711,https://catalog.princeton.edu/catalog/coin-3711,"10 Shillings, Philadelphia",,
coin-3712,https://catalog.princeton.edu/catalog/coin-3712,"10 Shillings, Philadelphia",,
coin-3713,https://catalog.princeton.edu/catalog/coin-3713,"15 shillings, Philadelphia",,
coin-3714,https://catalog.princeton.edu/catalog/coin-3714,"15 shillings, Philadelphia",,
coin-3715,https://catalog.princeton.edu/catalog/coin-3715,"15 shillings, Philadelphia",,
coin-3716,https://catalog.princeton.edu/catalog/coin-3716,"15 shillings, Philadelphia",,
coin-3717,https://catalog.princeton.edu/catalog/coin-3717,"15 shillings, Philadelphia",,
coin-3718,https://catalog.princeton.edu/catalog/coin-3718,"15 shillings, Philadelphia",,
coin-3719,https://catalog.princeton.edu/catalog/coin-3719,"15 shillings, Philadelphia",,
coin-372,https://catalog.princeton.edu/catalog/coin-372,"Augustus (-30 to 14), quinarius",1.73,4
coin-3720,https://catalog.princeton.edu/catalog/coin-3720,"15 shillings, Philadelphia",,
coin-3721,https://catalog.princeton.edu/catalog/coin-3721,"15 shillings, Philadelphia",,
coin-3722,https://catalog.princeton.edu/catalog/coin-3722,"20 Shillings, Philadelphia",,
coin-3723,https://catalog.princeton.edu/catalog/coin-3723,"20 Shillings, Philadelphia",,
coin-3724,https://catalog.princeton.edu/catalog/coin-3724,"20 Shillings, Philadelphia",,
coin-3725,https://catalog.princeton.edu/catalog/coin-3725,"20 Shillings, Philadelphia",,
coin-3726,https://catalog.princeton.edu/catalog/coin-3726,"50 Shillings, Philadelphia",,
coin-3727,https://catalog.princeton.edu/catalog/coin-3727,"50 Shillings, Philadelphia",,
coin-3728,https://catalog.princeton.edu/catalog/coin-3728,"50 Shillings, Philadelphia",,
coin-3729,https://catalog.princeton.edu/catalog/coin-3729,"50 Shillings, Philadelphia",,
coin-373,https://catalog.princeton.edu/catalog/coin-373,"Augustus (-30 to 14), quinarius",1.49,10
coin-3730,https://catalog.princeton.edu/catalog/coin-3730,"50 Shillings, Philadelphia",,
coin-3731,https://catalog.princeton.edu/catalog/coin-3731,"50 Shillings, Philadelphia",,
coin-3732,https://catalog.princeton.edu/catalog/coin-3732,"50 Shillings, Philadelphia",,
coin-3733,https://catalog.princeton.edu/catalog/coin-3733,"50 Shillings, Philadelphia",,
coin-3734,https://catalog.princeton.edu/catalog/coin-3734,"Unknown, follis, Constantinople",10.46,6
coin-3735,https://catalog.princeton.edu/catalog/coin-3735,"Unknown, follis, Constantinople",9.63,6
coin-3736,https://catalog.princeton.edu/catalog/coin-3736,"Unknown, follis, Constantinople",6.12,6
coin-3737,https://catalog.princeton.edu/catalog/coin-3737,"Unknown, follis, Constantinople",5.59,6
coin-3738,https://catalog.princeton.edu/catalog/coin-3738,"Unknown, follis, Constantinople",8.73,6
coin-3739,https://catalog.princeton.edu/catalog/coin-3739,"Unknown, follis, Constantinople",7.84,6
coin-374,https://catalog.princeton.edu/catalog/coin-374,"Augustus (-30 to 14), quinarius",1.7,4
coin-3740,https://catalog.princeton.edu/catalog/coin-3740,"Unknown, follis, Constantinople",8.25,6
coin-3741,https://catalog.princeton.edu/catalog/coin-3741,"Unknown, follis, Constantinople",10.58,6
coin-3742,https://catalog.princeton.edu/catalog/coin-3742,"Unknown, follis, Constantinople",9.73,6
coin-3743,https://catalog.princeton.edu/catalog/coin-3743,"Unknown, follis, Constantinople",9.08,5
coin-3744,https://catalog.princeton.edu/catalog/coin-3744,"Unknown, follis, Constantinople",9.39,6
coin-3745,https://catalog.princeton.edu/catalog/coin-3745,"Unknown, follis, Constantinople",7.0,6
coin-3746,https://catalog.princeton.edu/catalog/coin-3746,"Unknown, follis, Constantinople",9.4,7
coin-3747,https://catalog.princeton.edu/catalog/coin-3747,"Unknown, follis, Constantinople",8.08,6
coin-3748,https://catalog.princeton.edu/catalog/coin-3748,"Unknown, follis, Constantinople",10.55,5
coin-3749,https://catalog.princeton.edu/catalog/coin-3749,"Unknown, follis, Constantinople",10.38,7
coin-375,https://catalog.princeton.edu/catalog/coin-375,"Augustus (-30 to 14), quinarius",1.65,3
coin-3750,https://catalog.princeton.edu/catalog/coin-3750,"Unknown, follis, Constantinople",12.48,6
coin-3751,https://catalog.princeton.edu/catalog/coin-3751,"Unknown, follis, Constantinople",9.59,6
coin-3752,https://catalog.princeton.edu/catalog/coin-3752,"Unknown, follis, Constantinople",9.35,5
coin-3753,https://catalog.princeton.edu/catalog/coin-3753,"Unknown, follis, Constantinople",6.7,7
coin-3754,https://catalog.princeton.edu/catalog/coin-3754,"Unknown, follis, Constantinople",5.04,
coin-3755,https://catalog.princeton.edu/catalog/coin-3755,"Unknown, follis, Constantinople",4.27,6
coin-3756,https://catalog.princeton.edu/catalog/coin-3756,"Unknown, follis, Constantinople",7.22,6
coin-3757,https://catalog.princeton.edu/catalog/coin-3757,"Unknown, follis, Constantinople",8.88,6
coin-3758,https://catalog.princeton.edu/catalog/coin-3758,"Unknown, follis, Constantinople",8.48,5
coin-3759,https://catalog.princeton.edu/catalog/coin-3759,"Unknown, follis, Constantinople",7.74,6
coin-376,https://catalog.princeton.edu/catalog/coin-376,"Augustus (-30 to 14), quinarius",1.46,12
coin-3760,https://catalog.princeton.edu/catalog/coin-3760,"Unknown, follis, Constantinople",13.18,6
coin-3761,https://catalog.princeton.edu/catalog/coin-3761,"Unknown, follis, Constantinople",10.92,6
coin-3762,https://catalog.princeton.edu/catalog/coin-3762,"Unknown, follis, Constantinople",7.13,5
coin-3763,https://catalog.princeton.edu/catalog/coin-3763,"Unknown, follis, Constantinople",10.96,6
coin-3764,https://catalog.princeton.edu/catalog/coin-3764,"John II Orsini (1323 to 1335), denier tournois, Arta",0.84,3
coin-3765,https://catalog.princeton.edu/catalog/coin-3765,"John II Orsini (1323 to 1335), denier tournois, Arta",,
coin-3766,https://catalog.princeton.edu/catalog/coin-3766,Jun Guo 郡国,3.83,
coin-3767,https://catalog.princeton.edu/catalog/coin-3767,Jun Guo 郡国,3.29,
coin-3768,https://catalog.princeton.edu/catalog/coin-3768,Jun Guo 郡国,5.71,
coin-3769,https://catalog.princeton.edu/catalog/coin-3769,Jun Guo 郡国,3.67,
coin-377,https://catalog.princeton.edu/catalog/coin-377,"Augustus (-30 to 14), quinarius",1.73,9
coin-3770,https://catalog.princeton.edu/catalog/coin-3770,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",28.01,
coin-3771,https://catalog.princeton.edu/catalog/coin-3771,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",24.92,
coin-3772,https://catalog.princeton.edu/catalog/coin-3772,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",18.08,
coin-3773,https://catalog.princeton.edu/catalog/coin-3773,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",21.91,
coin-3774,https://catalog.princeton.edu/catalog/coin-3774,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",32.64,
coin-3775,https://catalog.princeton.edu/catalog/coin-3775,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",36.99,
coin-3776,https://catalog.princeton.edu/catalog/coin-3776,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",34.08,
coin-3777,https://catalog.princeton.edu/catalog/coin-3777,"Tian Qi 天啓(Zhu You Jiao 朱由校) (1620 to 1627), 10 Cash",33.25,
coin-3778,https://catalog.princeton.edu/catalog/coin-3778,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",3.73,
coin-3779,https://catalog.princeton.edu/catalog/coin-3779,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",2.24,
coin-378,https://catalog.princeton.edu/catalog/coin-378,"Augustus (-30 to 14), denarius, Rome",3.66,2
coin-3780,https://catalog.princeton.edu/catalog/coin-3780,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",2.89,
coin-3781,https://catalog.princeton.edu/catalog/coin-3781,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",3.48,
coin-3782,https://catalog.princeton.edu/catalog/coin-3782,"Chong Zhen 崇祯 (Zhu You Jian 朱由檢) (1627 to 1644), 1 Cash",3.29,
coin-3783,https://catalog.princeton.edu/catalog/coin-3783,Coin 3783,9.08,12
coin-3784,https://catalog.princeton.edu/catalog/coin-3784,Coin 3784,49.26,12
coin-3785,https://catalog.princeton.edu/catalog/coin-3785,Coin 3785,48.7,12
coin-3786,https://catalog.princeton.edu/catalog/coin-3786,Coin 3786,73.09,12
coin-3787,https://catalog.princeton.edu/catalog/coin-3787,Coin 3787,,12
coin-3788,https://catalog.princeton.edu/catalog/coin-3788,Coin 3788,39.98,12
coin-3789,https://catalog.princeton.edu/catalog/coin-3789,Coin 3789,77.1,12
coin-379,https://catalog.princeton.edu/catalog/coin-379,"Augustus (-30 to 14), denarius, Rome",3.71,12
coin-3790,https://catalog.princeton.edu/catalog/coin-3790,Coin 3790,70.1,12
coin-3791,https://catalog.princeton.edu/catalog/coin-3791,Coin 3791,,
coin-3792,https://catalog.princeton.edu/catalog/coin-3792,Coin 3792,,12
coin-3793,https://catalog.princeton.edu/catalog/coin-3793,"14 Shillings, Philadelphia",,
coin-3794,https://catalog.princeton.edu/catalog/coin-3794,"16 Shillings, Philadelphia",,
coin-3796,https://catalog.princeton.edu/catalog/coin-3796,"16 Shillings, Philadelphia",,
coin-3798,https://catalog.princeton.edu/catalog/coin-3798,"50 Shillings, Philadelphia",,
coin-38,https://catalog.princeton.edu/catalog/coin-38,"Anastasius I (491 to 518), 40 nummi, Constantinople",14.67,6
coin-380,https://catalog.princeton.edu/catalog/coin-380,"Augustus (-30 to 14), denarius, Rome",3.81,5
coin-3800,https://catalog.princeton.edu/catalog/coin-3800,"5 Pounds, Philadelphia",,
coin-3801,https://catalog.princeton.edu/catalog/coin-3801,"50 Shillings, Philadelphia",,
coin-3802,https://catalog.princeton.edu/catalog/coin-3802,"5 Pounds, Philadelphia",,
coin-3803,https://catalog.princeton.edu/catalog/coin-3803,"5 Pounds, Philadelphia",,
coin-3804,https://catalog.princeton.edu/catalog/coin-3804,"20 Shillings, Philadelphia",,
coin-3806,https://catalog.princeton.edu/catalog/coin-3806,"10 Shillings, Philadelphia",,
coin-3807,https://catalog.princeton.edu/catalog/coin-3807,"10 Shillings, Philadelphia",,
coin-3808,https://catalog.princeton.edu/catalog/coin-3808,"10 Shillings, Philadelphia",,
coin-3809,https://catalog.princeton.edu/catalog/coin-3809,"3 Pence, Philadelphia",,
coin-381,https://catalog.princeton.edu/catalog/coin-381,"Anastasius I (491 to 518), 5 nummi, Antioch",1.66,10
coin-3810,https://catalog.princeton.edu/catalog/coin-3810,"sixpence, Philadelphia",,
coin-3811,https://catalog.princeton.edu/catalog/coin-3811,"1 shilling, Philadelphia",,
coin-3812,https://catalog.princeton.edu/catalog/coin-3812,"1 shilling, Philadelphia",,
coin-3813,https://catalog.princeton.edu/catalog/coin-3813,"1 shilling, Philadelphia",,
coin-3814,https://catalog.princeton.edu/catalog/coin-3814,"2 Shillings, Philadelphia",,
coin-3815,https://catalog.princeton.edu/catalog/coin-3815,"18 pence, Philadelphia",,
coin-3816,https://catalog.princeton.edu/catalog/coin-3816,"18 pence, Philadelphia",,
coin-3817,https://catalog.princeton.edu/catalog/coin-3817,"2 Shillings and Sixpence, Philadelphia",,
coin-3818,https://catalog.princeton.edu/catalog/coin-3818,"10 Shillings, Philadelphia",,
coin-3819,https://catalog.princeton.edu/catalog/coin-3819,"15 shillings, Philadelphia",,
coin-382,https://catalog.princeton.edu/catalog/coin-382,"Anastasius I (491 to 518), 5 nummi, Antioch",1.8,5
coin-3820,https://catalog.princeton.edu/catalog/coin-3820,"15 shillings, Philadelphia",,
coin-3821,https://catalog.princeton.edu/catalog/coin-3821,"50 Shillings, Philadelphia",,
coin-3822,https://catalog.princeton.edu/catalog/coin-3822,"2 Shillings, Philadelphia",,
coin-3823,https://catalog.princeton.edu/catalog/coin-3823,"2 Shillings, Philadelphia",,
coin-3824,https://catalog.princeton.edu/catalog/coin-3824,"6 Pence, Philadelphia",,
coin-3825,https://catalog.princeton.edu/catalog/coin-3825,"6 Pence, Philadelphia",,
coin-3826,https://catalog.princeton.edu/catalog/coin-3826,"6 Pence, Philadelphia",,
coin-3827,https://catalog.princeton.edu/catalog/coin-3827,"9 Pence, Philadelphia",,
coin-3828,https://catalog.princeton.edu/catalog/coin-3828,"9 Pence, Philadelphia",,
coin-3829,https://catalog.princeton.edu/catalog/coin-3829,"18 pence, Philadelphia",,
coin-383,https://catalog.princeton.edu/catalog/coin-383,"Anastasius I (491 to 518), 5 nummi, Antioch",1.83,3
coin-3830,https://catalog.princeton.edu/catalog/coin-3830,"3 Pence, Philadelphia",,
coin-3831,https://catalog.princeton.edu/catalog/coin-3831,"3 Pence, Philadelphia",,
coin-3832,https://catalog.princeton.edu/catalog/coin-3832,"30 shillings, Philadelphia",,
coin-3833,https://catalog.princeton.edu/catalog/coin-3833,"30 shillings, Philadelphia",,
coin-3834,https://catalog.princeton.edu/catalog/coin-3834,"40 Shillings, Philadelphia",,
coin-3835,https://catalog.princeton.edu/catalog/coin-3835,"40 Shillings, Philadelphia",,
coin-3836,https://catalog.princeton.edu/catalog/coin-3836,"20 Shillings, Philadelphia",,
coin-3837,https://catalog.princeton.edu/catalog/coin-3837,"20 Shillings, Philadelphia",,
coin-3838,https://catalog.princeton.edu/catalog/coin-3838,"10 Shillings, Philadelphia",,
coin-3839,https://catalog.princeton.edu/catalog/coin-3839,"1 shilling, Philadelphia",,
coin-384,https://catalog.princeton.edu/catalog/coin-384,"Anastasius I (491 to 518), 5 nummi, Antioch",,
coin-3840,https://catalog.princeton.edu/catalog/coin-3840,"30 shillings, Philadelphia",,
coin-3841,https://catalog.princeton.edu/catalog/coin-3841,"40 Shillings, Philadelphia",,
coin-3842,https://catalog.princeton.edu/catalog/coin-3842,"40 Shillings, Philadelphia",,
coin-3843,https://catalog.princeton.edu/catalog/coin-3843,"40 Shillings, Philadelphia",,
coin-3844,https://catalog.princeton.edu/catalog/coin-3844,"3 Pence, Philadelphia",,
coin-3845,https://catalog.princeton.edu/catalog/coin-3845,"3 Pence, Philadelphia",,
coin-3846,https://catalog.princeton.edu/catalog/coin-3846,"3 Pence, Philadelphia",,
coin-3847,https://catalog.princeton.edu/catalog/coin-3847,"3 Pence, Philadelphia",,
coin-3848,https://catalog.princeton.edu/catalog/coin-3848,"3 Pence, Philadelphia",,
coin-3849,https://catalog.princeton.edu/catalog/coin-3849,"3 Pence, Philadelphia",,
coin-385,https://catalog.princeton.edu/catalog/coin-385,"Anastasius I (491 to 518), 5 nummi, Antioch",1.85,5
coin-3850,https://catalog.princeton.edu/catalog/coin-3850,"3 Pence, Philadelphia",,
coin-3851,https://catalog.princeton.edu/catalog/coin-3851,"3 Pence, Philadelphia",,
coin-3852,https://catalog.princeton.edu/catalog/coin-3852,"3 Pence, Philadelphia",,
coin-3853,https://catalog.princeton.edu/catalog/coin-3853,"2 Shillings and Sixpence, Philadelphia",,
coin-3854,https://catalog.princeton.edu/catalog/coin-3854,"2 Shillings and Sixpence, Philadelphia",,
coin-3855,https://catalog.princeton.edu/catalog/coin-3855,"30 shillings, Philadelphia",,
coin-3856,https://catalog.princeton.edu/catalog/coin-3856,"20 Shillings, Philadelphia",,
coin-3857,https://catalog.princeton.edu/catalog/coin-3857,"6 Pence, Philadelphia",,
coin-3858,https://catalog.princeton.edu/catalog/coin-3858,"6 Pence, Philadelphia",,
coin-3859,https://catalog.princeton.edu/catalog/coin-3859,"6 Pence, Philadelphia",,
coin-386,https://catalog.princeton.edu/catalog/coin-386,"Anastasius I (491 to 518), 5 nummi, Antioch",1.67,1
coin-3860,https://catalog.princeton.edu/catalog/coin-3860,"6 Pence, Philadelphia",,
coin-3861,https://catalog.princeton.edu/catalog/coin-3861,"6 Pence, Philadelphia",,
coin-3862,https://catalog.princeton.edu/catalog/coin-3862,"6 Pence, Philadelphia",,
coin-3863,https://catalog.princeton.edu/catalog/coin-3863,"6 Pence, Philadelphia",,
