identifier,full_link,title,weight,axis
coin-10033,https://catalog.princeton.edu/catalog/coin-10033,"penny, Le Puy",0.33,
coin-10034,https://catalog.princeton.edu/catalog/coin-10034,"Conrad I Franconia (1027 to 1039), denaro",1.03,7
coin-10035,https://catalog.princeton.edu/catalog/coin-10035,"Conrad I Franconia (1027 to 1039), denaro",1.01,6
coin-10036,https://catalog.princeton.edu/catalog/coin-10036,"Baldwin II (1228 to 1261), fractional, Antioch",1.32,
coin-10037,https://catalog.princeton.edu/catalog/coin-10037,"Louis XIV (1643 to 1715), Paris",35.93,12
coin-10038,https://catalog.princeton.edu/catalog/coin-10038,"Amedee de Roussillon (1275 to 1281), denier, Antioch",0.93,5
coin-10039,https://catalog.princeton.edu/catalog/coin-10039,fals,2.19,1
coin-1004,https://catalog.princeton.edu/catalog/coin-1004,"Rene (1434 to 1480), sol coronat",0.97,7
coin-10040,https://catalog.princeton.edu/catalog/coin-10040,fals,4.16,6
coin-10041,https://catalog.princeton.edu/catalog/coin-10041,fals,3.15,2
coin-10042,https://catalog.princeton.edu/catalog/coin-10042,fals,4.64,5
coin-10043,https://catalog.princeton.edu/catalog/coin-10043,"fals, Qinnasrin",2.67,2
coin-10044,https://catalog.princeton.edu/catalog/coin-10044,"fals, Halab",2.26,8
coin-10045,https://catalog.princeton.edu/catalog/coin-10045,fals,2.72,1
coin-10046,https://catalog.princeton.edu/catalog/coin-10046,fals,3.01,1
coin-10047,https://catalog.princeton.edu/catalog/coin-10047,"fals, Damascus",3.23,
coin-10048,https://catalog.princeton.edu/catalog/coin-10048,fals,2.89,12
coin-10049,https://catalog.princeton.edu/catalog/coin-10049,"fals, Damascus",1.14,11
coin-1005,https://catalog.princeton.edu/catalog/coin-1005,"shekel, Tyre",14.15,1
coin-10050,https://catalog.princeton.edu/catalog/coin-10050,"William II of Villehardouin (1246 to 1278), fractional, Antioch",0.53,4
coin-10051,https://catalog.princeton.edu/catalog/coin-10051,"Seigneurs of Rhodes (1250 to 1309), fractional, Antioch",0.48,2
coin-10052,https://catalog.princeton.edu/catalog/coin-10052,"Counts of Angouleme (1200 to 1300), denier, Antioch",1.2,3
coin-10053,https://catalog.princeton.edu/catalog/coin-10053,"Amedee de Roussillon (1275 to 1281), denier, Antioch",0.98,3
coin-10054,https://catalog.princeton.edu/catalog/coin-10054,"Edward I (1254 to 1207), denier, Antioch",0.75,7
coin-10055,https://catalog.princeton.edu/catalog/coin-10055,"Henry of Champagne (1192 to 1197), fractional, Antioch",0.78,12
coin-10056,https://catalog.princeton.edu/catalog/coin-10056,"Unknown, Antioch",0.23,12
coin-10057,https://catalog.princeton.edu/catalog/coin-10057,"Unknown, denier, Antioch",0.57,
coin-10058,https://catalog.princeton.edu/catalog/coin-10058,"Unknown, denier, Antioch",0.19,
coin-1006,https://catalog.princeton.edu/catalog/coin-1006,"Charles VIII (1483 to 1498), hardi",0.97,8
coin-10060,https://catalog.princeton.edu/catalog/coin-10060,"Henry II of Sassionia (1004 to 1024), denaro, Antioch",0.81,9
coin-10061,https://catalog.princeton.edu/catalog/coin-10061,"fals, Qinnasrin",4.55,8
coin-10062,https://catalog.princeton.edu/catalog/coin-10062,"fals, Qinnasrin",1.5,11
coin-10063,https://catalog.princeton.edu/catalog/coin-10063,"fals, Damascus",3.69,5
coin-10064,https://catalog.princeton.edu/catalog/coin-10064,"fals, Damascus",5.06,11
coin-10065,https://catalog.princeton.edu/catalog/coin-10065,"fals, Qinnasrin",3.75,4
coin-10066,https://catalog.princeton.edu/catalog/coin-10066,"fals, Damascus",2.29,3
coin-10067,https://catalog.princeton.edu/catalog/coin-10067,fals,3.23,12
coin-10068,https://catalog.princeton.edu/catalog/coin-10068,fals,5.11,9
coin-10069,https://catalog.princeton.edu/catalog/coin-10069,fals,3.83,5
coin-10070,https://catalog.princeton.edu/catalog/coin-10070,"fals, Damascus",2.04,8
coin-10072,https://catalog.princeton.edu/catalog/coin-10072,"Henry II of Sassionia (1004 to 1024), denaro, Antioch",0.86,6
coin-10073,https://catalog.princeton.edu/catalog/coin-10073,"Henry III Franconia (1056 to 1106), denaro, Antioch",1.2,11
coin-10075,https://catalog.princeton.edu/catalog/coin-10075,fals,2.69,7
coin-10076,https://catalog.princeton.edu/catalog/coin-10076,fals,1.74,6
coin-10077,https://catalog.princeton.edu/catalog/coin-10077,"fals, Hims",1.7,2
coin-10078,https://catalog.princeton.edu/catalog/coin-10078,"fals, Hims",2.02,6
coin-10080,https://catalog.princeton.edu/catalog/coin-10080,"fals, Damascus",2.38,9
coin-10081,https://catalog.princeton.edu/catalog/coin-10081,fals,2.81,3
coin-10082,https://catalog.princeton.edu/catalog/coin-10082,"fals, Qinnasrin",3.48,12
coin-10083,https://catalog.princeton.edu/catalog/coin-10083,"fals, Hims",2.35,12
coin-10084,https://catalog.princeton.edu/catalog/coin-10084,fals,2.56,3
coin-10085,https://catalog.princeton.edu/catalog/coin-10085,"fals, Halab",3.84,7
coin-10086,https://catalog.princeton.edu/catalog/coin-10086,fals,3.26,12
coin-10087,https://catalog.princeton.edu/catalog/coin-10087,"fals, Damascus",4.16,2
coin-10088,https://catalog.princeton.edu/catalog/coin-10088,fals,4.88,6
coin-10089,https://catalog.princeton.edu/catalog/coin-10089,"fals, Ba'labakk",1.91,6
coin-10090,https://catalog.princeton.edu/catalog/coin-10090,"fals, Al Ramlah",2.17,3
coin-10091,https://catalog.princeton.edu/catalog/coin-10091,fals,6.12,1
coin-10092,https://catalog.princeton.edu/catalog/coin-10092,"fals, Ba'labakk",2.64,10
coin-10093,https://catalog.princeton.edu/catalog/coin-10093,"fals, Ba'labakk",1.41,10
coin-10094,https://catalog.princeton.edu/catalog/coin-10094,fals,2.77,10
coin-10095,https://catalog.princeton.edu/catalog/coin-10095,"fals, Ba'labakk",1.72,9
coin-10096,https://catalog.princeton.edu/catalog/coin-10096,"fals, Damascus",1.49,10
coin-10097,https://catalog.princeton.edu/catalog/coin-10097,"fals, Damascus",2.48,12
coin-10098,https://catalog.princeton.edu/catalog/coin-10098,"fals, Halab",1.595,6
coin-10099,https://catalog.princeton.edu/catalog/coin-10099,"fals, Halab",2.965,10
coin-101,https://catalog.princeton.edu/catalog/coin-101,"Anastasius I (491 to 518), 5 nummi, Constantinople",1.35,11
coin-1010,https://catalog.princeton.edu/catalog/coin-1010,"shekel, Tyre",14.35,12
coin-10100,https://catalog.princeton.edu/catalog/coin-10100,fals,2.88,10
coin-10101,https://catalog.princeton.edu/catalog/coin-10101,"fals, Halab",3.77,8
coin-10102,https://catalog.princeton.edu/catalog/coin-10102,"fals, Qinnasrin",1.615,11
coin-10103,https://catalog.princeton.edu/catalog/coin-10103,"fals, Halab",3.97,3
coin-10104,https://catalog.princeton.edu/catalog/coin-10104,"fals, Halab",4.05,11
coin-10105,https://catalog.princeton.edu/catalog/coin-10105,"fals, Halab",4.27,6
coin-10106,https://catalog.princeton.edu/catalog/coin-10106,"fals, Damascus",1.94,5
coin-10107,https://catalog.princeton.edu/catalog/coin-10107,fals,5.86,5
coin-10108,https://catalog.princeton.edu/catalog/coin-10108,fals,2.09,5
coin-10109,https://catalog.princeton.edu/catalog/coin-10109,fals,,
coin-10110,https://catalog.princeton.edu/catalog/coin-10110,fals,3.37,12
coin-10111,https://catalog.princeton.edu/catalog/coin-10111,"fals, Hims",1.49,4
coin-10112,https://catalog.princeton.edu/catalog/coin-10112,"fals, Hims",2.38,12
coin-10113,https://catalog.princeton.edu/catalog/coin-10113,"fals, Qinnasrin",3.14,6
coin-10114,https://catalog.princeton.edu/catalog/coin-10114,"fals, Qinnasrin",2.06,3
coin-10115,https://catalog.princeton.edu/catalog/coin-10115,"fals, Damascus",1.85,6
coin-10116,https://catalog.princeton.edu/catalog/coin-10116,"fals, Ba'labakk",1.44,2
coin-10117,https://catalog.princeton.edu/catalog/coin-10117,fals,5.18,12
coin-10118,https://catalog.princeton.edu/catalog/coin-10118,"fals, Halab",3.57,5
coin-10119,https://catalog.princeton.edu/catalog/coin-10119,fals,1.78,11
coin-10120,https://catalog.princeton.edu/catalog/coin-10120,fals,2.77,11
coin-10121,https://catalog.princeton.edu/catalog/coin-10121,fals,2.05,5
coin-10122,https://catalog.princeton.edu/catalog/coin-10122,"Cosimo I de Medici (1537 to 1574), Florence",16.795,12
coin-10123,https://catalog.princeton.edu/catalog/coin-10123,"Caesar, denarius, Padua",21.639,12
coin-10124,https://catalog.princeton.edu/catalog/coin-10124,"sestertius, Padua",32.29,12
coin-10125,https://catalog.princeton.edu/catalog/coin-10125,"Lucius Verus, sestertius, Padua",40.611,12
coin-10126,https://catalog.princeton.edu/catalog/coin-10126,"fals, Hims",2.26,6
coin-10127,https://catalog.princeton.edu/catalog/coin-10127,fals,5.34,11
coin-10128,https://catalog.princeton.edu/catalog/coin-10128,"fals, Qinnasrin",2.43,7
coin-10129,https://catalog.princeton.edu/catalog/coin-10129,fals,2.81,3
coin-10130,https://catalog.princeton.edu/catalog/coin-10130,"fals, Halab",3.65,11
coin-10131,https://catalog.princeton.edu/catalog/coin-10131,"fals, Halab",3.7,1
coin-10132,https://catalog.princeton.edu/catalog/coin-10132,fals,3.23,12
coin-10133,https://catalog.princeton.edu/catalog/coin-10133,fals,2.24,7
coin-10134,https://catalog.princeton.edu/catalog/coin-10134,fals,2.42,8
coin-10135,https://catalog.princeton.edu/catalog/coin-10135,"Hadrian (117 to 138), denarius, Rome",3.38,7
coin-10136,https://catalog.princeton.edu/catalog/coin-10136,"Hadrian (117 to 138), denarius, Rome",3.56,7
coin-10137,https://catalog.princeton.edu/catalog/coin-10137,"Hadrian (117 to 138), denarius, Rome",2.63,7
coin-10138,https://catalog.princeton.edu/catalog/coin-10138,fals,3.53,5
coin-10139,https://catalog.princeton.edu/catalog/coin-10139,fals,2.57,6
coin-1014,https://catalog.princeton.edu/catalog/coin-1014,"shekel, Tyre",14.33,1
coin-10140,https://catalog.princeton.edu/catalog/coin-10140,"fals, Halab",3.4,10
coin-10141,https://catalog.princeton.edu/catalog/coin-10141,"fals, Damascus",1.84,12
coin-10142,https://catalog.princeton.edu/catalog/coin-10142,"Hadrian (117 to 138), denarius, Rome",3.28,7
coin-10143,https://catalog.princeton.edu/catalog/coin-10143,"Hadrian (117 to 138), denarius, Rome",2.93,7
coin-10144,https://catalog.princeton.edu/catalog/coin-10144,"Hadrian (117 to 138), denarius, Rome",3.27,7
coin-10145,https://catalog.princeton.edu/catalog/coin-10145,"Hadrian (117 to 138), denarius, Rome",3.48,6
coin-10146,https://catalog.princeton.edu/catalog/coin-10146,"Hadrian (117 to 138), denarius",3.27,6
coin-10147,https://catalog.princeton.edu/catalog/coin-10147,Clement VII,17.81,12
coin-10148,https://catalog.princeton.edu/catalog/coin-10148,dekadrachm,31.396,6
coin-10149,https://catalog.princeton.edu/catalog/coin-10149,Vicenza,11.049,12
coin-1015,https://catalog.princeton.edu/catalog/coin-1015,"Tetradrachm, Syracuse",16.84,9
coin-10150,https://catalog.princeton.edu/catalog/coin-10150,Milan,20.181,12
coin-10151,https://catalog.princeton.edu/catalog/coin-10151,Padua,25.014,6
coin-10152,https://catalog.princeton.edu/catalog/coin-10152,Clement VII,17.582,12
coin-10153,https://catalog.princeton.edu/catalog/coin-10153,sestertius,23.823,6
coin-10154,https://catalog.princeton.edu/catalog/coin-10154,"Hadrian (117 to 138), denarius",3.47,6
coin-10155,https://catalog.princeton.edu/catalog/coin-10155,"Hadrian (117 to 138), denarius, Rome",2.95,1
coin-10156,https://catalog.princeton.edu/catalog/coin-10156,"Hadrian (117 to 138), denarius, Rome",3.5,6
coin-10157,https://catalog.princeton.edu/catalog/coin-10157,"Hadrian (117 to 138), denarius, Rome",3.53,7
coin-10158,https://catalog.princeton.edu/catalog/coin-10158,"Hadrian (117 to 138), denarius, Rome",3.31,7
coin-10159,https://catalog.princeton.edu/catalog/coin-10159,"Hadrian (117 to 138), denarius, Rome",3.39,6
coin-1016,https://catalog.princeton.edu/catalog/coin-1016,"Tetradrachm, Syracuse",17.32,4
coin-10160,https://catalog.princeton.edu/catalog/coin-10160,"Hadrian (117 to 138), denarius, Rome",3.09,7
coin-10161,https://catalog.princeton.edu/catalog/coin-10161,"Hadrian (117 to 138), denarius, Rome",2.79,6
coin-10162,https://catalog.princeton.edu/catalog/coin-10162,"Hadrian (117 to 138), denarius, Rome",3.19,7
coin-10163,https://catalog.princeton.edu/catalog/coin-10163,"fals, Damascus",1.92,12
coin-10164,https://catalog.princeton.edu/catalog/coin-10164,fals,4.19,4
coin-10165,https://catalog.princeton.edu/catalog/coin-10165,"fals, Damascus",2.68,11
coin-10166,https://catalog.princeton.edu/catalog/coin-10166,"fals, Hims",2.27,12
coin-10167,https://catalog.princeton.edu/catalog/coin-10167,fals,1.44,11
coin-10168,https://catalog.princeton.edu/catalog/coin-10168,"fals, Qinnasrin",3.44,7
coin-10169,https://catalog.princeton.edu/catalog/coin-10169,"fals, Hims",3.22,10
coin-1017,https://catalog.princeton.edu/catalog/coin-1017,"Tetradrachm, Syracuse",16.9,8
coin-10170,https://catalog.princeton.edu/catalog/coin-10170,"fals, Halab",3.63,6
coin-10171,https://catalog.princeton.edu/catalog/coin-10171,fals,4.61,6
coin-10172,https://catalog.princeton.edu/catalog/coin-10172,"Hadrian (117 to 138), denarius, Rome",3.25,7
coin-10174,https://catalog.princeton.edu/catalog/coin-10174,"fals, Tabariya",3.04,8
coin-10175,https://catalog.princeton.edu/catalog/coin-10175,"Hadrian (117 to 138), denarius, Rome",3.42,7
coin-10176,https://catalog.princeton.edu/catalog/coin-10176,"Hadrian (117 to 138), denarius, Rome",3.32,7
coin-10177,https://catalog.princeton.edu/catalog/coin-10177,"Hadrian (117 to 138), denarius, Rome",3.07,6
coin-10178,https://catalog.princeton.edu/catalog/coin-10178,"Hadrian (117 to 138), denarius, Rome",3.0,6
coin-10179,https://catalog.princeton.edu/catalog/coin-10179,"Hadrian (117 to 138), denarius, Rome",2.94,6
coin-1018,https://catalog.princeton.edu/catalog/coin-1018,"Tetradrachm, Syracuse",17.37,6
coin-10180,https://catalog.princeton.edu/catalog/coin-10180,"Hadrian (117 to 138), denarius, Rome",3.34,6
coin-10181,https://catalog.princeton.edu/catalog/coin-10181,"Hadrian (117 to 138), denarius, Rome",3.31,7
coin-10182,https://catalog.princeton.edu/catalog/coin-10182,"Hadrian (117 to 138), denarius, Rome",3.49,6
coin-10183,https://catalog.princeton.edu/catalog/coin-10183,"Hadrian (117 to 138), denarius, Rome",3.48,6
coin-10184,https://catalog.princeton.edu/catalog/coin-10184,"Hadrian (117 to 138), denarius, Rome",3.01,6
coin-10185,https://catalog.princeton.edu/catalog/coin-10185,"Hadrian (117 to 138), denarius, Rome",3.31,5
coin-10186,https://catalog.princeton.edu/catalog/coin-10186,"Hadrian (117 to 138), denarius, Rome",2.82,6
coin-10187,https://catalog.princeton.edu/catalog/coin-10187,"Hadrian (117 to 138), denarius, Rome",3.4,6
coin-10188,https://catalog.princeton.edu/catalog/coin-10188,"Hadrian (117 to 138), denarius, Rome",3.46,6
coin-10189,https://catalog.princeton.edu/catalog/coin-10189,"Hadrian (117 to 138), denarius, Rome",3.15,6
coin-10190,https://catalog.princeton.edu/catalog/coin-10190,"Hadrian (117 to 138), denarius, Rome",2.92,6
coin-10191,https://catalog.princeton.edu/catalog/coin-10191,"Hadrian (117 to 138), denarius, Rome",3.32,6
coin-10192,https://catalog.princeton.edu/catalog/coin-10192,"Hadrian (117 to 138), denarius, Rome",3.26,7
coin-10193,https://catalog.princeton.edu/catalog/coin-10193,"Hadrian (117 to 138), denarius, Rome",3.16,7
coin-10194,https://catalog.princeton.edu/catalog/coin-10194,"Hadrian (117 to 138), denarius, Rome",3.39,6
coin-10195,https://catalog.princeton.edu/catalog/coin-10195,"Hadrian (117 to 138), denarius, Rome",3.11,6
coin-10196,https://catalog.princeton.edu/catalog/coin-10196,"Hadrian (117 to 138), denarius, Rome",3.2,7
coin-10197,https://catalog.princeton.edu/catalog/coin-10197,"Hadrian (117 to 138), denarius, Rome",3.36,7
coin-10198,https://catalog.princeton.edu/catalog/coin-10198,"Hadrian (117 to 138), denarius, Rome",2.73,7
coin-10199,https://catalog.princeton.edu/catalog/coin-10199,"Hadrian (117 to 138), denarius, Rome",3.21,6
coin-102,https://catalog.princeton.edu/catalog/coin-102,"Anastasius I (491 to 518), 5 nummi, Constantinople",,3
coin-1020,https://catalog.princeton.edu/catalog/coin-1020,"Tetradrachm, Syracuse",17.06,4
coin-10200,https://catalog.princeton.edu/catalog/coin-10200,"Hadrian (117 to 138), denarius, Rome",3.41,6
coin-10201,https://catalog.princeton.edu/catalog/coin-10201,"Hadrian (117 to 138), denarius, Rome",3.21,6
coin-10202,https://catalog.princeton.edu/catalog/coin-10202,"Hadrian (117 to 138), denarius, Rome",3.3,6
coin-10203,https://catalog.princeton.edu/catalog/coin-10203,"Hadrian (117 to 138), denarius, Rome",3.15,6
coin-10204,https://catalog.princeton.edu/catalog/coin-10204,"Hadrian (117 to 138), denarius, Rome",2.85,6
coin-10205,https://catalog.princeton.edu/catalog/coin-10205,"Hadrian (117 to 138), denarius, Rome",3.47,6
coin-10206,https://catalog.princeton.edu/catalog/coin-10206,"Hadrian (117 to 138), denarius, Rome",2.52,6
coin-10207,https://catalog.princeton.edu/catalog/coin-10207,"Hadrian (117 to 138), denarius, Rome",3.38,6
coin-10208,https://catalog.princeton.edu/catalog/coin-10208,"Hadrian (117 to 138), denarius, Rome",3.26,6
coin-10209,https://catalog.princeton.edu/catalog/coin-10209,"Hadrian (117 to 138), denarius, Rome",3.41,6
coin-10210,https://catalog.princeton.edu/catalog/coin-10210,"Hadrian (117 to 138), denarius, Rome",3.37,7
coin-10211,https://catalog.princeton.edu/catalog/coin-10211,"Hadrian (117 to 138), denarius, Rome",3.18,6
coin-10212,https://catalog.princeton.edu/catalog/coin-10212,"Hadrian (117 to 138), denarius, Rome",3.29,6
coin-10213,https://catalog.princeton.edu/catalog/coin-10213,"Hadrian (117 to 138), denarius, Rome",2.81,6
coin-10214,https://catalog.princeton.edu/catalog/coin-10214,"Hadrian (117 to 138), denarius, Rome",3.16,7
coin-10215,https://catalog.princeton.edu/catalog/coin-10215,"Hadrian (117 to 138), denarius, Rome",3.57,6
coin-10216,https://catalog.princeton.edu/catalog/coin-10216,"Hadrian (117 to 138), denarius, Rome",3.19,7
coin-10217,https://catalog.princeton.edu/catalog/coin-10217,"Hadrian (117 to 138), denarius, Rome",3.03,6
coin-10218,https://catalog.princeton.edu/catalog/coin-10218,"Hadrian (117 to 138), denarius, Rome",3.3,7
coin-10219,https://catalog.princeton.edu/catalog/coin-10219,"Hadrian (117 to 138), denarius, Rome",3.57,7
coin-10220,https://catalog.princeton.edu/catalog/coin-10220,"Hadrian (117 to 138), denarius, Rome",3.04,6
coin-10221,https://catalog.princeton.edu/catalog/coin-10221,"Hadrian (117 to 138), denarius, Rome",3.52,7
coin-10222,https://catalog.princeton.edu/catalog/coin-10222,"Hadrian (117 to 138), denarius, Rome",3.31,6
coin-10223,https://catalog.princeton.edu/catalog/coin-10223,"Hadrian (117 to 138), denarius, Rome",3.57,10
coin-10224,https://catalog.princeton.edu/catalog/coin-10224,"Hadrian (117 to 138), denarius, Rome",2.97,1
coin-10225,https://catalog.princeton.edu/catalog/coin-10225,"Hadrian (117 to 138), denarius, Rome",3.5,7
coin-10226,https://catalog.princeton.edu/catalog/coin-10226,"Hadrian (117 to 138), denarius, Rome",3.22,0
coin-10227,https://catalog.princeton.edu/catalog/coin-10227,"Hadrian (117 to 138), denarius, Rome",3.54,7
coin-10228,https://catalog.princeton.edu/catalog/coin-10228,"Hadrian (117 to 138), denarius, Rome",3.27,6
coin-10229,https://catalog.princeton.edu/catalog/coin-10229,"Hadrian (117 to 138), denarius, Rome",3.45,6
coin-10230,https://catalog.princeton.edu/catalog/coin-10230,"Hadrian (117 to 138), denarius, Rome",2.95,5
coin-10231,https://catalog.princeton.edu/catalog/coin-10231,"Hadrian (117 to 138), denarius, Rome",2.64,7
coin-10232,https://catalog.princeton.edu/catalog/coin-10232,"Hadrian (117 to 138), denarius, Rome",2.79,7
coin-10233,https://catalog.princeton.edu/catalog/coin-10233,"Hadrian (117 to 138), denarius, Rome",3.37,5
coin-10234,https://catalog.princeton.edu/catalog/coin-10234,"Hadrian (117 to 138), denarius, Rome",3.38,6
coin-10235,https://catalog.princeton.edu/catalog/coin-10235,"Hadrian (117 to 138), denarius, Rome",3.17,6
coin-10236,https://catalog.princeton.edu/catalog/coin-10236,"Hadrian (117 to 138), denarius, Rome",3.14,5
coin-10237,https://catalog.princeton.edu/catalog/coin-10237,"Hadrian (117 to 138), denarius, Rome",3.55,6
coin-10238,https://catalog.princeton.edu/catalog/coin-10238,"Hadrian (117 to 138), denarius, Rome",2.65,6
coin-10239,https://catalog.princeton.edu/catalog/coin-10239,"Hadrian (117 to 138), denarius, Rome",3.43,7
coin-1024,https://catalog.princeton.edu/catalog/coin-1024,"Alexander III the Great (-336 to -323), bronze",6.53,9
coin-10240,https://catalog.princeton.edu/catalog/coin-10240,"Hadrian (117 to 138), denarius, Rome",3.65,6
coin-10241,https://catalog.princeton.edu/catalog/coin-10241,"Hadrian (117 to 138), denarius, Rome",3.35,6
coin-10242,https://catalog.princeton.edu/catalog/coin-10242,"Hadrian (117 to 138), denarius, Rome",3.19,7
coin-10243,https://catalog.princeton.edu/catalog/coin-10243,"Hadrian (117 to 138), denarius, Rome",3.59,6
coin-10244,https://catalog.princeton.edu/catalog/coin-10244,"Hadrian (117 to 138), denarius, Rome",3.16,6
coin-10245,https://catalog.princeton.edu/catalog/coin-10245,"Hadrian (117 to 138), denarius, Rome",3.15,5
coin-10246,https://catalog.princeton.edu/catalog/coin-10246,"Hadrian (117 to 138), denarius, Rome",3.36,7
coin-10247,https://catalog.princeton.edu/catalog/coin-10247,"Hadrian (117 to 138), denarius, Rome",3.48,5
coin-10248,https://catalog.princeton.edu/catalog/coin-10248,"Hadrian (117 to 138), denarius, Rome",3.52,7
coin-10249,https://catalog.princeton.edu/catalog/coin-10249,"Hadrian (117 to 138), denarius, Rome",3.51,5
coin-1025,https://catalog.princeton.edu/catalog/coin-1025,"Alexander III the Great (-336 to -323), bronze",1.22,9
coin-10250,https://catalog.princeton.edu/catalog/coin-10250,"Hadrian (117 to 138), denarius, Rome",3.69,6
coin-10251,https://catalog.princeton.edu/catalog/coin-10251,"Hadrian (117 to 138), denarius, Rome",3.49,7
coin-10252,https://catalog.princeton.edu/catalog/coin-10252,"Aristeides (-530 to -468), Vicenza",13.361,12
coin-10253,https://catalog.princeton.edu/catalog/coin-10253,"Charles V (1535 to 1556), teston, Milan",11.742,12
coin-10254,https://catalog.princeton.edu/catalog/coin-10254,"Paul II Pope (1464 to 1471), Rome",23.956,12
coin-10255,https://catalog.princeton.edu/catalog/coin-10255,"Cosimo I de Medici (1537 to 1574), Florence",20.589,12
coin-10256,https://catalog.princeton.edu/catalog/coin-10256,"Lucius Verus, sestertius, Padua",40.282,6
coin-10257,https://catalog.princeton.edu/catalog/coin-10257,C. Julius Caesar (-44 to -44),36.884,
coin-10258,https://catalog.princeton.edu/catalog/coin-10258,"Cosimo I de Medici (1537 to 1574), Florence",20.76,12
coin-10259,https://catalog.princeton.edu/catalog/coin-10259,Coin 10259,34.346,5
coin-1026,https://catalog.princeton.edu/catalog/coin-1026,bronze,1.78,1
coin-10260,https://catalog.princeton.edu/catalog/coin-10260,Coin 10260,44.554,6
coin-10261,https://catalog.princeton.edu/catalog/coin-10261,fals,,
coin-10262,https://catalog.princeton.edu/catalog/coin-10262,"Elagabalus (218 to 222), small, Antioch",5.72,6
coin-10263,https://catalog.princeton.edu/catalog/coin-10263,"Antonio Grimani Doge of Venice, Venice",23.627,12
coin-10264,https://catalog.princeton.edu/catalog/coin-10264,"Paul II Pope (1464 to 1471), Rome",25.544,12
coin-10265,https://catalog.princeton.edu/catalog/coin-10265,"Elagabalus (218 to 222), small, Antioch",4.68,11
coin-10266,https://catalog.princeton.edu/catalog/coin-10266,"Elagabalus (218 to 222), small, Antioch",4.02,10
coin-10267,https://catalog.princeton.edu/catalog/coin-10267,"Elagabalus (218 to 222), small, Antioch",4.58,12
coin-10268,https://catalog.princeton.edu/catalog/coin-10268,"Elagabalus (218 to 222), small, Antioch",3.18,7
coin-10269,https://catalog.princeton.edu/catalog/coin-10269,Rome,53.346,6
coin-10270,https://catalog.princeton.edu/catalog/coin-10270,"Elagabalus (218 to 222), small, Antioch",3.62,5
coin-10271,https://catalog.princeton.edu/catalog/coin-10271,"Elagabalus (218 to 222), small, Antioch",6.38,2
coin-10272,https://catalog.princeton.edu/catalog/coin-10272,"Elagabalus (218 to 222), small, Antioch",4.9,11
coin-10273,https://catalog.princeton.edu/catalog/coin-10273,"Elagabalus (218 to 222), small, Antioch",5.67,12
coin-10274,https://catalog.princeton.edu/catalog/coin-10274,"Elagabalus (218 to 222), small, Antioch",3.77,10
coin-10275,https://catalog.princeton.edu/catalog/coin-10275,"Antoine Perrenot de Granvelle Advisor to Charles V (1517 to 1586), Rome",21.973,12
coin-10276,https://catalog.princeton.edu/catalog/coin-10276,"Elagabalus (218 to 222), small, Antioch",3.3,11
coin-10277,https://catalog.princeton.edu/catalog/coin-10277,"Elagabalus (218 to 222), small, Antioch",3.48,6
coin-10278,https://catalog.princeton.edu/catalog/coin-10278,"sestertius, Padua",23.545,6
coin-10279,https://catalog.princeton.edu/catalog/coin-10279,"Elagabalus (218 to 222), small, Antioch",4.01,12
coin-10280,https://catalog.princeton.edu/catalog/coin-10280,Coin 10280,18.591,6
coin-10281,https://catalog.princeton.edu/catalog/coin-10281,"Elagabalus (218 to 222), small, Antioch",3.13,12
coin-10282,https://catalog.princeton.edu/catalog/coin-10282,"Elagabalus (218 to 222), small, Antioch",3.15,11
coin-10283,https://catalog.princeton.edu/catalog/coin-10283,"Elagabalus (218 to 222), small, Antioch",5.03,4
coin-10284,https://catalog.princeton.edu/catalog/coin-10284,"Elagabalus (218 to 222), small, Antioch",7.35,5
coin-10285,https://catalog.princeton.edu/catalog/coin-10285,"Elagabalus (218 to 222), small, Antioch",3.55,11
coin-10286,https://catalog.princeton.edu/catalog/coin-10286,"Elagabalus (218 to 222), small, Antioch",3.47,6
coin-10287,https://catalog.princeton.edu/catalog/coin-10287,"Elagabalus (218 to 222), small, Antioch",4.38,5
coin-10288,https://catalog.princeton.edu/catalog/coin-10288,"Elagabalus (218 to 222), small, Antioch",3.42,11
coin-10289,https://catalog.princeton.edu/catalog/coin-10289,"Elagabalus (218 to 222), small, Antioch",4.36,12
coin-1029,https://catalog.princeton.edu/catalog/coin-1029,"half-shekel, Tyre",5.94,1
coin-10290,https://catalog.princeton.edu/catalog/coin-10290,"Elagabalus (218 to 222), small, Antioch",4.23,5
coin-10291,https://catalog.princeton.edu/catalog/coin-10291,"Shapur II, Drachm",2.98,3
coin-10292,https://catalog.princeton.edu/catalog/coin-10292,"Agrippa I (37 to 44), prutot, Jerusalem",3.12,10
coin-10293,https://catalog.princeton.edu/catalog/coin-10293,"Agrippa I (37 to 44), prutot, Jerusalem",2.26,12
coin-10294,https://catalog.princeton.edu/catalog/coin-10294,"Agrippa I (37 to 44), prutot, Jerusalem",2.83,12
coin-10295,https://catalog.princeton.edu/catalog/coin-10295,"Agrippa I (37 to 44), prutot, Jerusalem",2.6,12
coin-10296,https://catalog.princeton.edu/catalog/coin-10296,"Agrippa I (37 to 44), prutot, Jerusalem",2.06,
coin-10297,https://catalog.princeton.edu/catalog/coin-10297,"Agrippa I (37 to 44), prutot, Jerusalem",2.58,12
