ID,Catalog link,Existing References,Nomisma dataset,Reference link,Monogram link from http://numismatics.org/hrc/symbols,Second monogram link,Third monogram link,
238,https://catalog.princeton.edu/catalog/coin-238,Anastasius I 61d; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  Not,,,,,,
239,https://catalog.princeton.edu/catalog/coin-239,Anastasius I 61; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  Not,,,,,,
240,https://catalog.princeton.edu/catalog/coin-240,Anastasius I 61; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  Not,,,,,,
241,https://catalog.princeton.edu/catalog/coin-241,Anastasius I 61e; Anastasius Not;BMC.Byz. Anastasius I Not;Sear  Not,,,,,,
242,https://catalog.princeton.edu/catalog/coin-242,Anastasius I 61e; Anastasius Not;BMC.Byz. Anastasius I Not;Sear  Not,,,,,,
243,https://catalog.princeton.edu/catalog/coin-243,Anastasius I 61e; Anastasius Not;BMC.Byz. Anastasius I Not;Sear  Not,,,,,,
244,https://catalog.princeton.edu/catalog/coin-244,Anastasius I 61b; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  Not,,,,,,
245,https://catalog.princeton.edu/catalog/coin-245,Anastasius I 39/62; Anastasius I 26/Not;BMC.Byz. Anastasius I 54/Not;Sear  29/53,,,,,,
246,https://catalog.princeton.edu/catalog/coin-246,BMC.Byz. Basil 1 6;Sear  1708;DOC Basil 1 7;BN  34/Cp/AR/01,,,,,,
249,https://catalog.princeton.edu/catalog/coin-249,MG  1304;MEC.1  983,,,,,,
250,https://catalog.princeton.edu/catalog/coin-250,P.d'A.  2414;Robert  3861,,,,,,
253,https://catalog.princeton.edu/catalog/coin-253,Anastasius I 62c; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  53,,,,,,
254,https://catalog.princeton.edu/catalog/coin-254,Anastasius I 62; Anastasius I Not;BMC.Byz. Anastasius I Not;Tolstoi Justinian I 575;Sear  53,,,,,,
255,https://catalog.princeton.edu/catalog/coin-255,Anastasius I 62; Anastasius I Not;BMC.Byz. Anastasius I Not;Tolstoi Justinian I 575;Sear  53,,,,,,
256,https://catalog.princeton.edu/catalog/coin-256,Anastasius I 62a; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  53,,,,,,
257,https://catalog.princeton.edu/catalog/coin-257,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
258,https://catalog.princeton.edu/catalog/coin-258,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
259,https://catalog.princeton.edu/catalog/coin-259,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
260,https://catalog.princeton.edu/catalog/coin-260,Anastasius I 62; Anastasius I Not;BMC.Byz. Anastasius I Not;Tolstoi Justinian I 575;Sear  53,,,,,,
261,https://catalog.princeton.edu/catalog/coin-261,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
262,https://catalog.princeton.edu/catalog/coin-262,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
263,https://catalog.princeton.edu/catalog/coin-263,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
264,https://catalog.princeton.edu/catalog/coin-264,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
265,https://catalog.princeton.edu/catalog/coin-265,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
266,https://catalog.princeton.edu/catalog/coin-266,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
267,https://catalog.princeton.edu/catalog/coin-267,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
268,https://catalog.princeton.edu/catalog/coin-268,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
269,https://catalog.princeton.edu/catalog/coin-269,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
270,https://catalog.princeton.edu/catalog/coin-270,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
271,https://catalog.princeton.edu/catalog/coin-271,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
272,https://catalog.princeton.edu/catalog/coin-272,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
273,https://catalog.princeton.edu/catalog/coin-273,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
274,https://catalog.princeton.edu/catalog/coin-274,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
275,https://catalog.princeton.edu/catalog/coin-275,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
276,https://catalog.princeton.edu/catalog/coin-276,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
277,https://catalog.princeton.edu/catalog/coin-277,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
278,https://catalog.princeton.edu/catalog/coin-278,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
279,https://catalog.princeton.edu/catalog/coin-279,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
280,https://catalog.princeton.edu/catalog/coin-280,Anastasius I 63c; Anastasius I 49c;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
281,https://catalog.princeton.edu/catalog/coin-281,Anastasius I 63d; Anastasius I 49d;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
282,https://catalog.princeton.edu/catalog/coin-282,Anastasius I 63d; Anastasius I 49d;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
283,https://catalog.princeton.edu/catalog/coin-283,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
284,https://catalog.princeton.edu/catalog/coin-284,Anastasius I 63d; Anastasius I 49d;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
285,https://catalog.princeton.edu/catalog/coin-285,Anastasius I 63d; Anastasius I 49d;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
286,https://catalog.princeton.edu/catalog/coin-286,Anastasius I 63d; Anastasius I 49d;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
288,https://catalog.princeton.edu/catalog/coin-288,BMC.1. Augustus 269;RIC.1. Augustus 217;Sear  1705,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.468,,,,
289,https://catalog.princeton.edu/catalog/coin-289,BMC.1. Augustus 269;RIC.1. Augustus 217;Sear  1705,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.468,,,,
290,https://catalog.princeton.edu/catalog/coin-290,BMC.1. Augustus 270;RIC.1. Augustus 218;Sear  1706,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.468,,,,
291,https://catalog.princeton.edu/catalog/coin-291,BMC.1. Augustus 270;RIC.1. Augustus 218;Sear  1706,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.468,,,,
292,https://catalog.princeton.edu/catalog/coin-292,BMC.1. Augustus 270;RIC.1. Augustus 218;Sear  1706,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.468,,,,NO IMAGE
293,https://catalog.princeton.edu/catalog/coin-293,,,,,,,
294,https://catalog.princeton.edu/catalog/coin-294,,,,,,,
295,https://catalog.princeton.edu/catalog/coin-295,BMC.1. Augustus 258;RIC.1. Augustus 210a,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.458,,,,NO IMAGE
297,https://catalog.princeton.edu/catalog/coin-297,BMC.1. Augustus 209-213;RIC.1. Augustus 186;Sear  1686,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.427,,,,
298,https://catalog.princeton.edu/catalog/coin-298,BMC.1. Augustus 220-2;RIC.1. Augustus 192;Sear  1684,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.431,,,,
299,https://catalog.princeton.edu/catalog/coin-299,BMC.1. Augustus 220-2;RIC.1. Augustus 192;Sear  1684,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.431,,,,
300,https://catalog.princeton.edu/catalog/coin-300,BMC.1. Augustus 223;RIC.1. Augustus 193;Sear  1684v,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.432,,,,
301,https://catalog.princeton.edu/catalog/coin-301,BMC.1. Augustus 247-8;RIC.1. Augustus 211a;Sear  Not,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.452,,,,NO IMAGE
304,https://catalog.princeton.edu/catalog/coin-304,P.d'A.  2476;Robert  3861,,,,,,
305,https://catalog.princeton.edu/catalog/coin-305,Lafaurie  6;Robert  2251,,,,,,
306,https://catalog.princeton.edu/catalog/coin-306,Lafaurie  130;Robert  78,,,,,,
307,https://catalog.princeton.edu/catalog/coin-307,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
308,https://catalog.princeton.edu/catalog/coin-308,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
309,https://catalog.princeton.edu/catalog/coin-309,Justinian I 103a; Justinian I 96a;BMC.Byz. Justinian I 139;Sear  Not,,,,,,
310,https://catalog.princeton.edu/catalog/coin-310,Anastasius I 39/62; Anastasius I 26/Not;BMC.Byz. Anastasius I 54/Not;Sear  29/53,,,,,,
311,https://catalog.princeton.edu/catalog/coin-311,Anastasius I 62; Anastasius I Not;BMC.Byz. Anastasius I Not;Tolstoi Justinian I 575;Sear  53,,,,,,
312,https://catalog.princeton.edu/catalog/coin-312,Anastasius I 62e; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  53,,,,,,
313,https://catalog.princeton.edu/catalog/coin-313,Anastasius I 62; Anastasius I Not;BMC.Byz. Anastasius I Not;Tolstoi Justinian I 575;Sear  53,,,,,,
314,https://catalog.princeton.edu/catalog/coin-314,Anastasius I 63e; Anastasius I 49e;BMC.Byz. Anastasius I 69;Sear  63,,,,,,
315,https://catalog.princeton.edu/catalog/coin-315,Anastasius I 62; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  53,,,,,,
316,https://catalog.princeton.edu/catalog/coin-316,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
317,https://catalog.princeton.edu/catalog/coin-317,Sear 328 1713;DOC 496 10a.8;BMC.Byz. 441 26;BL 544 19,,,,,,
318,https://catalog.princeton.edu/catalog/coin-318,DOC 496 10;BN 545 34/CP/AE/12;BMC.Byz. 440 20;Sear 328 1713,,,,,,
319,https://catalog.princeton.edu/catalog/coin-319,DOC 496 10;BN 545 34/CP/AE/12;BMC.Byz. 440 20;Sear 328 1713,,,,,,
320,https://catalog.princeton.edu/catalog/coin-320,Lafaurie  169;Robert  2327,,,,,,
321,https://catalog.princeton.edu/catalog/coin-321,Lafaurie  198c;Robert  2451,,,,,,
322,https://catalog.princeton.edu/catalog/coin-322,Lafaurie  217v;Robert  2461v;Recognising Deceptive Imitations pp. 121-26,,,,,,
323,https://catalog.princeton.edu/catalog/coin-323,Lafaurie  218;Robert  2464,,,,,,
325,https://catalog.princeton.edu/catalog/coin-325,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
326,https://catalog.princeton.edu/catalog/coin-326,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
327,https://catalog.princeton.edu/catalog/coin-327,Anastasius I 62; Anastasius I Not;BMC.Byz. Anastasius I Not;Tolstoi Justinian I 575;Sear  53,,,,,,
328,https://catalog.princeton.edu/catalog/coin-328,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
329,https://catalog.princeton.edu/catalog/coin-329,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
330,https://catalog.princeton.edu/catalog/coin-330,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
331,https://catalog.princeton.edu/catalog/coin-331,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
332,https://catalog.princeton.edu/catalog/coin-332,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
333,https://catalog.princeton.edu/catalog/coin-333,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
334,https://catalog.princeton.edu/catalog/coin-334,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
335,https://catalog.princeton.edu/catalog/coin-335,Anastasius I 62a; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  53,,,,,,
337,https://catalog.princeton.edu/catalog/coin-337,BMC.1. Augustus 226;RIC.1. Augustus 189;Sear  1685,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.431,,,,
338,https://catalog.princeton.edu/catalog/coin-338,BMC.1. Augustus 204;RIC.1. Augustus 183;Sear  1696,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.423,,,,
339,https://catalog.princeton.edu/catalog/coin-339,BMC.1. Augustus 226;RIC.1. Augustus 189;Sear  1685,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.431,,,,NO IMAGE
340,https://catalog.princeton.edu/catalog/coin-340,BMC.1. Augustus 200;RIC.1. Augustus 180;Sear  1693,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.420,,,,NO IMAGE
341,https://catalog.princeton.edu/catalog/coin-341,BMC.1. Augustus 204;RIC.1. Augustus 183;Sear  1696,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.423,,,,NO IMAGE
342,https://catalog.princeton.edu/catalog/coin-342,BMC.1. Augustus 204;RIC.1. Augustus 183;Sear  1696,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.423,,,,NO IMAGE
343,https://catalog.princeton.edu/catalog/coin-343,BMC.1. Augustus 638;RIC.1. Augustus 6,OCRE,reference in FIGGY does not seem right (REVERSE IS WRONG) http://numismatics.org/ocre/id/ric.1(2).aug.272 (??),,,,
344,https://catalog.princeton.edu/catalog/coin-344,BMC.1. Augustus 638;RIC.1. Augustus 6,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.272 ,,,,
345,https://catalog.princeton.edu/catalog/coin-345,DOC 513 2;Sear 330 1725;BN 552 35.Cp.AV.02;BMC.Byz. 2.445 2,,,,,,
346,https://catalog.princeton.edu/catalog/coin-346,DOC 3.515 5;BN 554 35/Cp/AE/01;Sear 331 1729;BMC.Byz. 447 8,,,,,,
347,https://catalog.princeton.edu/catalog/coin-347,DOC 3.515 5;BN 554 35/Cp/AE/01;Sear 331 1729;BMC.Byz. 447 8,,,,,,
348,https://catalog.princeton.edu/catalog/coin-348,DOC 3.515 5;BN 554 35/Cp/AE/01;Sear 331 1729;BMC.Byz. 447 8,,,,,,
353,https://catalog.princeton.edu/catalog/coin-353,,,,,,,
354,https://catalog.princeton.edu/catalog/coin-354,,,,,,,
356,https://catalog.princeton.edu/catalog/coin-356,Jones  1316,,,,,,
357,https://catalog.princeton.edu/catalog/coin-357,Jones  1316,,,,,,
358,https://catalog.princeton.edu/catalog/coin-358,,,,,,,
359,https://catalog.princeton.edu/catalog/coin-359,,,,,,,
360,https://catalog.princeton.edu/catalog/coin-360,,,,,,,
361,https://catalog.princeton.edu/catalog/coin-361,,,,,,,
362,https://catalog.princeton.edu/catalog/coin-362,,,,,,,
363,https://catalog.princeton.edu/catalog/coin-363,,,,,,,
364,https://catalog.princeton.edu/catalog/coin-364,,,,,,,
365,https://catalog.princeton.edu/catalog/coin-365,,,,,,,
366,https://catalog.princeton.edu/catalog/coin-366,BMC.1. Augustus 638;RIC.1. Augustus 6,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.272,,,,
367,https://catalog.princeton.edu/catalog/coin-367,BMC.1. Augustus 638;RIC.1. Augustus 6,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.272,,,,
368,https://catalog.princeton.edu/catalog/coin-368,RIC.1. Augustus 18;BMC.1. Augustus 647,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.276,,,,
369,https://catalog.princeton.edu/catalog/coin-369,BMC.1. Augustus 638;RIC.1. Augustus 6,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.272,,,,
370,https://catalog.princeton.edu/catalog/coin-370,BMC.1. Augustus 638;RIC.1. Augustus 6,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.272,,,,
371,https://catalog.princeton.edu/catalog/coin-371,RIC.1. Augustus 18;BMC.1. Augustus 647,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.276,,,,
372,https://catalog.princeton.edu/catalog/coin-372,RIC.1. Augustus 18;BMC.1. Augustus 647,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.276,,,,
373,https://catalog.princeton.edu/catalog/coin-373,RIC.1. Augustus 18;BMC.1. Augustus 647,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.276,,,,
374,https://catalog.princeton.edu/catalog/coin-374,RIC.1. Augustus 18;BMC.1. Augustus 647,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.276,,,,
375,https://catalog.princeton.edu/catalog/coin-375,RIC.1. Augustus 18;BMC.1. Augustus 647,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.276,,,,
376,https://catalog.princeton.edu/catalog/coin-376,RIC.1. Augustus 18;BMC.1. Augustus 647,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.276,,,,
377,https://catalog.princeton.edu/catalog/coin-377,RIC.1. Augustus 18;BMC.1. Augustus 647,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.276,,,,
378,https://catalog.princeton.edu/catalog/coin-378,RIC.1. Augustus 19;BMC.1. Augustus 650,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.275A,,,,
379,https://catalog.princeton.edu/catalog/coin-379,BMC.1. Augustus 662-3;RIC.1. Augustus 59;Sear  1593,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.475,,,,
380,https://catalog.princeton.edu/catalog/coin-380,BMC.1. Augustus 684-5;RIC.1. Augustus 372,OCRE,http://numismatics.org/ocre/id/ric.1(2).aug.540,,,,
381,https://catalog.princeton.edu/catalog/coin-381,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
382,https://catalog.princeton.edu/catalog/coin-382,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
383,https://catalog.princeton.edu/catalog/coin-383,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
384,https://catalog.princeton.edu/catalog/coin-384,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
385,https://catalog.princeton.edu/catalog/coin-385,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
386,https://catalog.princeton.edu/catalog/coin-386,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
387,https://catalog.princeton.edu/catalog/coin-387,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
388,https://catalog.princeton.edu/catalog/coin-388,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
389,https://catalog.princeton.edu/catalog/coin-389,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
390,https://catalog.princeton.edu/catalog/coin-390,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
391,https://catalog.princeton.edu/catalog/coin-391,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
392,https://catalog.princeton.edu/catalog/coin-392,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
393,https://catalog.princeton.edu/catalog/coin-393,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
394,https://catalog.princeton.edu/catalog/coin-394,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
395,https://catalog.princeton.edu/catalog/coin-395,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
396,https://catalog.princeton.edu/catalog/coin-396,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
397,https://catalog.princeton.edu/catalog/coin-397,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
398,https://catalog.princeton.edu/catalog/coin-398,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
399,https://catalog.princeton.edu/catalog/coin-399,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
400,https://catalog.princeton.edu/catalog/coin-400,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
401,https://catalog.princeton.edu/catalog/coin-401,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
402,https://catalog.princeton.edu/catalog/coin-402,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
403,https://catalog.princeton.edu/catalog/coin-403,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
404,https://catalog.princeton.edu/catalog/coin-404,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
405,https://catalog.princeton.edu/catalog/coin-405,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
406,https://catalog.princeton.edu/catalog/coin-406,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
407,https://catalog.princeton.edu/catalog/coin-407,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
408,https://catalog.princeton.edu/catalog/coin-408,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
409,https://catalog.princeton.edu/catalog/coin-409,Anastasius I 62a; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  53,,,,,,
410,https://catalog.princeton.edu/catalog/coin-410,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
411,https://catalog.princeton.edu/catalog/coin-411,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
412,https://catalog.princeton.edu/catalog/coin-412,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
413,https://catalog.princeton.edu/catalog/coin-413,Anastasius I 62a; Anastasius I Not;BMC.Byz. Anastasius I Not;Sear  53,,,,,,
414,https://catalog.princeton.edu/catalog/coin-414,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
415,https://catalog.princeton.edu/catalog/coin-415,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
416,https://catalog.princeton.edu/catalog/coin-416,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
417,https://catalog.princeton.edu/catalog/coin-417,Anastasius I 63a; Anastasius I 49a;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
418,https://catalog.princeton.edu/catalog/coin-418,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
419,https://catalog.princeton.edu/catalog/coin-419,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
420,https://catalog.princeton.edu/catalog/coin-420,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
421,https://catalog.princeton.edu/catalog/coin-421,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
422,https://catalog.princeton.edu/catalog/coin-422,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
423,https://catalog.princeton.edu/catalog/coin-423,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
424,https://catalog.princeton.edu/catalog/coin-424,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
425,https://catalog.princeton.edu/catalog/coin-425,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
426,https://catalog.princeton.edu/catalog/coin-426,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
427,https://catalog.princeton.edu/catalog/coin-427,Anastasius 63; Anastasius I 49;BMC.Byz. Anastasius 69;Sear  53,,,,,,
428,https://catalog.princeton.edu/catalog/coin-428,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
429,https://catalog.princeton.edu/catalog/coin-429,Anastasius I 63b; Anastasius I 49b;BMC.Byz. Anastasius I 69;Sear  53,,,,,,
