ID,Catalog link,Existing References,Nomisma dataset,Reference link,Monogram link from http://numismatics.org/hrc/symbols,Second monogram link,Third monogram link,
8128,https://catalog.princeton.edu/catalog/coin-8128,"RIC.7 p. 708 28;Numismatique Constantinienne p. 270, I. 1",OCRE,http://numismatics.org/ocre/id/ric.7.alex.28,,,,
8129,https://catalog.princeton.edu/catalog/coin-8129,DOC 818 14a.1;BMC.Byz. 533 24;Sear  1878,,,,,,
8130,https://catalog.princeton.edu/catalog/coin-8130,DOC 804 2a.1;BMC.Byz. 529 2;Sear  1868,,,,,,
8131,https://catalog.princeton.edu/catalog/coin-8131,DOC 700 J.1;Sear  1900,,,,,,
8132,https://catalog.princeton.edu/catalog/coin-8132,DOC  C.1;BMC.Byz. 507 6;Sear  1825,,,,,,
8133,https://catalog.princeton.edu/catalog/coin-8133,DOC  C.1;BMC.Byz. 507 6;Sear  1825,,,,,,
8134,https://catalog.princeton.edu/catalog/coin-8134,CNH 287 2,,,,,,
8135,https://catalog.princeton.edu/catalog/coin-8135,"BMC vol. 1, p. 135 75;Waage p. 159 2187;MIB vol.2 69",,,,,,
8136,https://catalog.princeton.edu/catalog/coin-8136,"BMC vol. 1, p. 135 75;Waage p. 159 2187;MIB vol.2 69",,,,,,
8137,https://catalog.princeton.edu/catalog/coin-8137,"BMC vol. 1, p. 145 90;Waage p.159 2183;MIB vol. 2 96",,,,,,
8138,https://catalog.princeton.edu/catalog/coin-8138,"BMC vol. 1, p. 145 90;Waage p.159 2183;MIB vol. 2 96",,,,,,
8139,https://catalog.princeton.edu/catalog/coin-8139,CNH 239 10,,,,,,
8140,https://catalog.princeton.edu/catalog/coin-8140,"MIB vol. 2 75-6;Waage p. 160 2191;BMC vol. 1, p. 140 125",,,,,,
8141,https://catalog.princeton.edu/catalog/coin-8141,"BMC vol. 1, p. 131 34;MIB vol. 2 65D;Waage p.159 2186",,,,,,
8142,https://catalog.princeton.edu/catalog/coin-8142,BMC vol. 1. p. 146 192;MIB vol. 2 96;Waage p. 159 2183,,,,,,
8143,https://catalog.princeton.edu/catalog/coin-8143,CNH 239 13,,,,,,
8144,https://catalog.princeton.edu/catalog/coin-8144,"BMC vol. 1, p. 146 199;MIB vol. 2 99c;Waage p. 159 2184",,,,,,
8145,https://catalog.princeton.edu/catalog/coin-8145,"MIB vol. 2 87;Waage p. 161 2203;BMC vol.1, p. 176 117",,,,,,
8146,https://catalog.princeton.edu/catalog/coin-8146,"MIB vol. 2 87;Waage p. 161 2203;BMC vol.1, p. 176 117",,,,,,
8147,https://catalog.princeton.edu/catalog/coin-8147,"Waage  296;RPC I 4235;NC XIX p. 102, n. 21",,,,,,
8148,https://catalog.princeton.edu/catalog/coin-8148,Waage  269;RPC.1  4235,,,,,,
8149,https://catalog.princeton.edu/catalog/coin-8149,Waage  296;RPC I 4235,,,,,,
8150,https://catalog.princeton.edu/catalog/coin-8150,Waage  296;RPC I 4235,,,,,,
8151,https://catalog.princeton.edu/catalog/coin-8151,Waage  269;RPC.1  4235,,,,,,
8152,https://catalog.princeton.edu/catalog/coin-8152,"RIC.7 p. 708 28;Numismatique Constantinienne p. 270, I 1",OCRE,http://numismatics.org/ocre/id/ric.7.alex.28,,,,
8153,https://catalog.princeton.edu/catalog/coin-8153,Cohen VII p. 204 162,,,,,,
8154,https://catalog.princeton.edu/catalog/coin-8154,Cohen VII p. 204 162,,,,,,
8155,https://catalog.princeton.edu/catalog/coin-8155,,,,,,,
8156,https://catalog.princeton.edu/catalog/coin-8156,Cohen 196 7-,,,,,,
8157,https://catalog.princeton.edu/catalog/coin-8157,"RIC.7 423 8;Numismatique Constantinienne II p. 324, I 4",OCRE,http://numismatics.org/ocre/id/ric.7.sis.8,,,,
8158,https://catalog.princeton.edu/catalog/coin-8158,,,,,,,
8159,https://catalog.princeton.edu/catalog/coin-8159,Miles  131,,,,,,
8160,https://catalog.princeton.edu/catalog/coin-8160,"RIC 9.293 67(a), 3",OCRE,http://numismatics.org/ocre/id/ric.9.anch.63A,,,,
8161,https://catalog.princeton.edu/catalog/coin-8161,RIC 10.252 151,OCRE,http://numismatics.org/ocre/id/ric.10.arc_e.151,,,,
8162,https://catalog.princeton.edu/catalog/coin-8162,"RIC 9.293 67(a), 3",OCRE,http://numismatics.org/ocre/id/ric.9.anch.63A,,,,
8163,https://catalog.princeton.edu/catalog/coin-8163,"RIC 9.293 67(a), 3",OCRE,http://numismatics.org/ocre/id/ric.9.anch.63A,,,,
8164,https://catalog.princeton.edu/catalog/coin-8164,RIC 10.246 56-76;LRC 213,indeterminate reference,,,,,
8165,https://catalog.princeton.edu/catalog/coin-8165,RIC 10.246 56-76;LRC 213,indeterminate reference,,,,,
8166,https://catalog.princeton.edu/catalog/coin-8166,RIC 10.246 56-76;LRC 213,indeterminate reference,,,,,
8167,https://catalog.princeton.edu/catalog/coin-8167,"BMC vol. 1, p. 176 117;MIB vol. 2 87;Waage p. 161 2203",,,,,,
8168,https://catalog.princeton.edu/catalog/coin-8168,BMC vol. 1. p. 170 70;Waage p. 161 2207;MIB vol. 2 68,,,,,,
8169,https://catalog.princeton.edu/catalog/coin-8169,"Waage p. 161 2205;BMC vol. 1, p. 166 40;MIB vol. 2 61",,,,,,
8170,https://catalog.princeton.edu/catalog/coin-8170,"BMC vol. 1, p. 173 92;Waage p. 161 2210;MIB vol. 2 76-77",,,,,,
8171,https://catalog.princeton.edu/catalog/coin-8171,"MIB vol. 3 159-160;Waage p. 162 2213-2214;BMC vol. 1, p. 202 144",,,,,,
8172,https://catalog.princeton.edu/catalog/coin-8172,CNH 392 6,,,,,,
8173,https://catalog.princeton.edu/catalog/coin-8173,CNH 335 38,,,,,,
8174,https://catalog.princeton.edu/catalog/coin-8174,CNH 336 42,,,,,,
8175,https://catalog.princeton.edu/catalog/coin-8175,CNH 335 32,,,,,,
8176,https://catalog.princeton.edu/catalog/coin-8176,CNH 332 15,,,,,,
8177,https://catalog.princeton.edu/catalog/coin-8177,Waage  269;RPC.1  4235,,,,,,
8178,https://catalog.princeton.edu/catalog/coin-8178,Lavoix  1573-6;Katalog der orientalischen Münzen  2083-7;BMC  100,,,,,,
8179,https://catalog.princeton.edu/catalog/coin-8179,Katalog der orientalischen Münzen  2151-2154,,,,,,
8180,https://catalog.princeton.edu/catalog/coin-8180,,,,,,,
8181,https://catalog.princeton.edu/catalog/coin-8181,,,,,,,
8182,https://catalog.princeton.edu/catalog/coin-8182,Waage p.128 1596;RIC.8 p.522 122,OCRE,http://numismatics.org/ocre/id/ric.8.anch.122,,,,
8183,https://catalog.princeton.edu/catalog/coin-8183,Waage p.128 1595;RIC.8 p.522 122,OCRE,http://numismatics.org/ocre/id/ric.8.anch.122,,,,
8184,https://catalog.princeton.edu/catalog/coin-8184,Waage p.130 1651;RIC.8 p.522 122,OCRE,http://numismatics.org/ocre/id/ric.8.anch.122,,,,
8185,https://catalog.princeton.edu/catalog/coin-8185,Waage p.132 1689;RIC.8 p.523 139,OCRE,http://numismatics.org/ocre/id/ric.8.anch.139,,,,
8186,https://catalog.princeton.edu/catalog/coin-8186,Waage p. 132 1683;RIC.8 p.523 137,OCRE,http://numismatics.org/ocre/id/ric.8.anch.137,,,,
8187,https://catalog.princeton.edu/catalog/coin-8187,RIC 10.246 56-76;LRC 213,indeterminate reference,,,,,
8188,https://catalog.princeton.edu/catalog/coin-8188,RIC 10.246 56-76;LRC 213,indeterminate reference,,,,,
8189,https://catalog.princeton.edu/catalog/coin-8189,RIC 10.246 56-76;LRC 213,indeterminate reference,,,,,
8190,https://catalog.princeton.edu/catalog/coin-8190,RIC 252 151,,,,,,
8191,https://catalog.princeton.edu/catalog/coin-8191,LRC 215,,,,,,
8192,https://catalog.princeton.edu/catalog/coin-8192,LRC 215,,,,,,
8193,https://catalog.princeton.edu/catalog/coin-8193,RIC 9.292 65(b),,,,,,
8194,https://catalog.princeton.edu/catalog/coin-8194,RIC 9.292 65(b),,,,,,
8195,https://catalog.princeton.edu/catalog/coin-8195,Waage p. 130 1648;RIC.8 p.449 23,OCRE,http://numismatics.org/ocre/id/ric.8.anch.23,,,,
8196,https://catalog.princeton.edu/catalog/coin-8196,Waage p.130 1648;RIC.8 p.449 23,OCRE,http://numismatics.org/ocre/id/ric.8.anch.23,,,,
8197,https://catalog.princeton.edu/catalog/coin-8197,Waage p.130 1648;RIC.8 p.449 23,OCRE,http://numismatics.org/ocre/id/ric.8.anch.23,,,,
8198,https://catalog.princeton.edu/catalog/coin-8198,Waage p.130 1648;RIC.8 p.449 23,OCRE,http://numismatics.org/ocre/id/ric.8.anch.23,,,,
8199,https://catalog.princeton.edu/catalog/coin-8199,Waage p.113 1327; RIC VI Antioch 61a,,,,,,
8200,https://catalog.princeton.edu/catalog/coin-8200,Cohen p.318 760;Waage p.121 1457;RIC.7 p.686 52,,Coin description does not match,,,,
8201,https://catalog.princeton.edu/catalog/coin-8201,Waage p.121 1458;RIC.7 p.685 51,OCRE,Coin attribution incorrect,,,,
8202,https://catalog.princeton.edu/catalog/coin-8202,Waage p.118 1404;RIC.7 p.693 85,OCRE,http://numismatics.org/ocre/id/ric.7.anch.85,,,,
8203,https://catalog.princeton.edu/catalog/coin-8203,Waage p.129 1601;RIC.8 p.521 113,OCRE,http://numismatics.org/ocre/id/ric.8.anch.113,,,,
8204,https://catalog.princeton.edu/catalog/coin-8204,Waage p.126 1560;Cohen p.434 196;RIC.7 p.686 52,,,,,,
8205,https://catalog.princeton.edu/catalog/coin-8205,"Ash. 1 plate 37 531-537;BMC vol. II, page 9 27-34",,,,,,
8206,https://catalog.princeton.edu/catalog/coin-8206,"Waage p.125 1552;RIC.7 p.633 188;Cohen VII, p.378 117",,Belongs to RIC VIII,,,,
8207,https://catalog.princeton.edu/catalog/coin-8207,Waage p.128 1592;RIC.8 p.693 87,OCRE,http://numismatics.org/ocre/id/ric.8.anch.87,,,,
8208,https://catalog.princeton.edu/catalog/coin-8208,"Numismatique Constantinienne p.134, III 5;Waage p.124 1513;RIC.7 p.693 87",OCRE,http://numismatics.org/ocre/id/ric.7.anch.87,,,,
8209,https://catalog.princeton.edu/catalog/coin-8209,Waage p.124 1512;RIC.7 p.686 54,,Belongs to RIC VIII,,,,
8210,https://catalog.princeton.edu/catalog/coin-8210,Waage p.130 1648;RIC.7 p.572 16,OCRE,http://numismatics.org/ocre/id/ric.7.anch.108,,,,
8211,https://catalog.princeton.edu/catalog/coin-8211,"Waage p.126 1560;Cohen VII, p.434 196;RIC.8 p.521 114",OCRE,http://numismatics.org/ocre/id/ric.8.anch.114,,,,
8212,https://catalog.princeton.edu/catalog/coin-8212,CNH 337 52,,,,,,
8213,https://catalog.princeton.edu/catalog/coin-8213,CNH 102 23,,,,,,
8214,https://catalog.princeton.edu/catalog/coin-8214,CNH 101 13,,,,,,
8215,https://catalog.princeton.edu/catalog/coin-8215,CNH 335 38,,,,,,
8216,https://catalog.princeton.edu/catalog/coin-8216,LRC 213 761,,,,,,
8217,https://catalog.princeton.edu/catalog/coin-8217,RIC 10.340 1366,OCRE,http://numismatics.org/ocre/id/ric.10.hon_w.1366,,,,
8218,https://catalog.princeton.edu/catalog/coin-8218,RIC 10.327 1271-1283,indeterminate reference,,,,,
8219,https://catalog.princeton.edu/catalog/coin-8219,CNH 368 3,,,,,,
8220,https://catalog.princeton.edu/catalog/coin-8220,CNH 387 4,,,,,,
8221,https://catalog.princeton.edu/catalog/coin-8221,CNH 344 17,,,,,,
8222,https://catalog.princeton.edu/catalog/coin-8222,CNH 348 45,,,,,,
8223,https://catalog.princeton.edu/catalog/coin-8223,CNH 348 47,,,,,,
8224,https://catalog.princeton.edu/catalog/coin-8224,CNH 342 8,,,,,,
8225,https://catalog.princeton.edu/catalog/coin-8225,CNH 87 40/41,,,,,,
8226,https://catalog.princeton.edu/catalog/coin-8226,CNH 89 53,,,,,,
8227,https://catalog.princeton.edu/catalog/coin-8227,CNH 87 40,,,,,,
8228,https://catalog.princeton.edu/catalog/coin-8228,CNH 414 20,,,,,,
8229,https://catalog.princeton.edu/catalog/coin-8229,CNH 420 71,,,,,,
8230,https://catalog.princeton.edu/catalog/coin-8230,CNH 112 1,,,,,,
8231,https://catalog.princeton.edu/catalog/coin-8231,CNH 385 24,,,,,,
8232,https://catalog.princeton.edu/catalog/coin-8232,CNH 411 7,,,,,,
8233,https://catalog.princeton.edu/catalog/coin-8233,CNH 421 3,,,,,,
8234,https://catalog.princeton.edu/catalog/coin-8234,"228 97c.I;MIB 2, Justin II 46b;BMC 87 138",,,,,,
8235,https://catalog.princeton.edu/catalog/coin-8235,"229 99c.2;MIB 2, Justin II 46b;BMC 87 143",,,,,,
8236,https://catalog.princeton.edu/catalog/coin-8236,"249 181b;MIB 2, Justin II 63b;BMC 93 236",,,,,,
8237,https://catalog.princeton.edu/catalog/coin-8237,"248 177;MIB 2, 63a;BMC 96 230",,,,,,
8238,https://catalog.princeton.edu/catalog/coin-8238,"246 161;MIB 2, Justin II 58c;BMC 94 213",,,,,,
8239,https://catalog.princeton.edu/catalog/coin-8239,"282 39a;MIB 2, Tiberius II 46;BMC 116 80",,,,,,
8240,https://catalog.princeton.edu/catalog/coin-8240,"285 54;MIB 2, Tiberius II 58;BMC 121 129",,,,,,
8241,https://catalog.princeton.edu/catalog/coin-8241,"285 54;MIB 2, Justin II 59a;BMC 121 131",,,,,,
8242,https://catalog.princeton.edu/catalog/coin-8242,"285 50;MIB 2, Tiberius II 56;BMC 120 119",,,,,,
8243,https://catalog.princeton.edu/catalog/coin-8243,"277 23.I;MIB 2, Tiberius II 65;BMC 112 59",,,,,,
8244,https://catalog.princeton.edu/catalog/coin-8244,"343 167b.I;MIB 2, Maurice 96c;BMC 145 186",,,,,,
8245,https://catalog.princeton.edu/catalog/coin-8245,"347 184;MIB 2, Maurice 99A;BMC 146 199",,,,,,
8246,https://catalog.princeton.edu/catalog/coin-8246,"350 204;MIB 2, Maurice 102c;BMC 147 209",,,,,,
8247,https://catalog.princeton.edu/catalog/coin-8247,"351 205;MIB 2, Maurice 102c;BMC 147 210",,,,,,
8248,https://catalog.princeton.edu/catalog/coin-8248,"351 207;MIB 2, Maurice 102c;BMC 147 212",,,,,,
8249,https://catalog.princeton.edu/catalog/coin-8249,"95 62a;MIB 1, Justinian I 96;BMC 36 107",,,,,,
8250,https://catalog.princeton.edu/catalog/coin-8250,Ox.  471;Schl. plate 3 1,,,,,,
8251,https://catalog.princeton.edu/catalog/coin-8251,Ox.  471;Schl. plate 3 1,,,,,,
8252,https://catalog.princeton.edu/catalog/coin-8252,Ox.  471;Schl. plate 3 1,,,,,,
8253,https://catalog.princeton.edu/catalog/coin-8253,Ox.  199;Schl. plate 3 28,,,,,,
8254,https://catalog.princeton.edu/catalog/coin-8254,Ox.  481;Schl. plate 3 17,,,,,,
8255,https://catalog.princeton.edu/catalog/coin-8255,Ox.  481;Schl. plate 3 17,,,,,,
8256,https://catalog.princeton.edu/catalog/coin-8256,Ox.  418;Schl. plate 3 6,,,,,,
8257,https://catalog.princeton.edu/catalog/coin-8257,Ox.  445;Schl. plate 3 5,,,,,,
8258,https://catalog.princeton.edu/catalog/coin-8258,Ox.  468;Schl. plate 3 16,,,,,,
8259,https://catalog.princeton.edu/catalog/coin-8259,Ox.  480;Schl. plate 3 13,,,,,,
8260,https://catalog.princeton.edu/catalog/coin-8260,Ox.  9;CNI Plate IV 33,,,,,,
8261,https://catalog.princeton.edu/catalog/coin-8261,Ox.  9;CNI Plate IV 33,,,,,,
8262,https://catalog.princeton.edu/catalog/coin-8262,RIC 7 693.87,OCRE,http://numismatics.org/ocre/id/ric.7.anch.87,,,,
8263,https://catalog.princeton.edu/catalog/coin-8263,RIC 7 688.65,OCRE,http://numismatics.org/ocre/id/ric.7.anch.65,,,,
8264,https://catalog.princeton.edu/catalog/coin-8264,RIC 7 688.65,OCRE,http://numismatics.org/ocre/id/ric.7.anch.65,,,,
8265,https://catalog.princeton.edu/catalog/coin-8265,RIC 7 693.87,OCRE,http://numismatics.org/ocre/id/ric.7.anch.87,,,,
8266,https://catalog.princeton.edu/catalog/coin-8266,RIC 7 697.109,OCRE,http://numismatics.org/ocre/id/ric.7.anch.109,,,,
8267,https://catalog.princeton.edu/catalog/coin-8267,RIC 7 697.109,OCRE,http://numismatics.org/ocre/id/ric.7.anch.109,,,,
8268,https://catalog.princeton.edu/catalog/coin-8268,RIC 8 490.18,NOT THE CORRECT REFERENCE?,,,,,
8269,https://catalog.princeton.edu/catalog/coin-8269,RIC 7 693.87,OCRE,http://numismatics.org/ocre/id/ric.7.anch.87,,,,
8270,https://catalog.princeton.edu/catalog/coin-8270,RIC 7 693.87,OCRE,http://numismatics.org/ocre/id/ric.7.anch.87,,,,
8271,https://catalog.princeton.edu/catalog/coin-8271,RIC 7 693.87,OCRE,http://numismatics.org/ocre/id/ric.7.anch.87,,,,
8272,https://catalog.princeton.edu/catalog/coin-8272,RIC 7 688.65,OCRE,http://numismatics.org/ocre/id/ric.7.anch.65,,,,
8273,https://catalog.princeton.edu/catalog/coin-8273,RIC 7 688.65,OCRE,http://numismatics.org/ocre/id/ric.7.anch.65,,,,
8274,https://catalog.princeton.edu/catalog/coin-8274,Spink Sale 5  ;Hims,,,,,,
8275,https://catalog.princeton.edu/catalog/coin-8275,,,,,,,
8276,https://catalog.princeton.edu/catalog/coin-8276,Wurzbach Lexikon 1379 8516-8522;Hims,,,,,,
8277,https://catalog.princeton.edu/catalog/coin-8277,"Wurzbach Lexikon 500 3207-1821, 144",,,,,,
8278,https://catalog.princeton.edu/catalog/coin-8278,"Ash. 1 plate 38 548-554;BMC p. 20-21 57-64;BMC vol. IX, page 9 30-31",,,,,,
8279,https://catalog.princeton.edu/catalog/coin-8279,Ash. 1 plate 41 608-614,,,,,,
8280,https://catalog.princeton.edu/catalog/coin-8280,Ash. 1 plate 43 656;BMC p. 264 884,,,,,,
8281,https://catalog.princeton.edu/catalog/coin-8281,Ash. 1 plate 37 523,,,,,,
8282,https://catalog.princeton.edu/catalog/coin-8282,"Ash. 1 plate 38 548-554;BMC p. 20-21 57-64;BMC vol. IX, page 9 30-31",,,,,,
8283,https://catalog.princeton.edu/catalog/coin-8283,"Ash. 1 plate 37 531-537;BMC vol. II, page 9 27-34",,,,,,
8284,https://catalog.princeton.edu/catalog/coin-8284,BMC page 12 35;Ash. 1 plate 39-40 583-586,,,,,,
8285,https://catalog.princeton.edu/catalog/coin-8285,Wurzbach Lexikon 740 740. 4694-1825-44;Hims,,,,,,
8286,https://catalog.princeton.edu/catalog/coin-8286,Wurzbach Lexikon 740 740. 4694-1825-44,,,,,,
8287,https://catalog.princeton.edu/catalog/coin-8287,Wurzbach Lexikon  1130,,,,,,
8288,https://catalog.princeton.edu/catalog/coin-8288,Wurzbach Lexikon 1131 #7025 - 1836,,,,,,
8289,https://catalog.princeton.edu/catalog/coin-8289,Wurzbach Lexikon 1131 #7025 - 1836,,,,,,
8290,https://catalog.princeton.edu/catalog/coin-8290,,,,,,,
8291,https://catalog.princeton.edu/catalog/coin-8291,,,,,,,
8292,https://catalog.princeton.edu/catalog/coin-8292,Wurzbach Lexikon 140 914 / 1323/44,,,,,,
8293,https://catalog.princeton.edu/catalog/coin-8293,H & L  344;WSM  950;Houghton  24,SCO,http://numismatics.org/sco/id/sc.1.344,http://numismatics.org/symbolimages/sco/monogram.houghton.222.svg,,,
8294,https://catalog.princeton.edu/catalog/coin-8294,WSM  1055;H & L  1050,SCO,http://numismatics.org/sco/id/sc.1.1050,None,,,
8295,https://catalog.princeton.edu/catalog/coin-8295,Wurzbach Lexikon 140 914 / 1323/44,,,,,,
8296,https://catalog.princeton.edu/catalog/coin-8296,Goetz  ;Goetz  170;Indian Peace Medals,,,,,,
8297,https://catalog.princeton.edu/catalog/coin-8297,Ash. 1 plate 39 569-573;BMC page 8 22,,,,,,
8298,https://catalog.princeton.edu/catalog/coin-8298,Ash. 1 plate 39 566;BMC page 6 12,,,,,,
8299,https://catalog.princeton.edu/catalog/coin-8299,Ash. 1 plate 38 542-547;BMC plate 21 66-71,,,,,,
8300,https://catalog.princeton.edu/catalog/coin-8300,Ash. 1 plate 45-46 713-15;BMC page 33 106ff.,,,,,,
8301,https://catalog.princeton.edu/catalog/coin-8301,Ash. 1 plate 41 608-13;BMC  106,,,,,,
8302,https://catalog.princeton.edu/catalog/coin-8302,Ash. 1 plate 38 542-547;BMC plate 21 66-71,,,,,,
8303,https://catalog.princeton.edu/catalog/coin-8303,H & L  19;WSM  917;Houghton  6;Sear  6879V,SCO,http://numismatics.org/sco/id/sc.1.19,None,,,
8304,https://catalog.princeton.edu/catalog/coin-8304,H & L  19;WSM  917;Houghton  6;Sear  6879V,SCO,http://numismatics.org/sco/id/sc.1.19,None,,,
8305,https://catalog.princeton.edu/catalog/coin-8305,Ash. 1 plate 38 542-547;BMC plate 21 66-71,,,,,,
8306,https://catalog.princeton.edu/catalog/coin-8306,"Waage p.145 1987;RIC X RIC X, p.275 453",OCRE,http://numismatics.org/ocre/id/ric.10.theo_ii_e.453,,,,
8307,https://catalog.princeton.edu/catalog/coin-8307,"Waage p.145 1987;RIC X RIC X, p.275 453",OCRE,http://numismatics.org/ocre/id/ric.10.theo_ii_e.453,,,,
8308,https://catalog.princeton.edu/catalog/coin-8308,Ash. 1 late 44 689-94;BMC page 35 118-120,,,,,,
8309,https://catalog.princeton.edu/catalog/coin-8309,"Waage p.145 1987;RIC X RIC X, p.275 453",OCRE,http://numismatics.org/ocre/id/ric.10.theo_ii_e.453,,,,
8310,https://catalog.princeton.edu/catalog/coin-8310,Waage p.133 1726;RIC.9 p.120 17A,OCRE,http://numismatics.org/ocre/id/ric.9.rom.17A,,,,
8311,https://catalog.princeton.edu/catalog/coin-8311,Waage p.136 1791;RIC.9 p.281 35,OCRE,http://numismatics.org/ocre/id/ric.9.anch.35,,,,
8312,https://catalog.princeton.edu/catalog/coin-8312,Waage p. 136 1798;RIC.9 p.241 13,OCRE,http://numismatics.org/ocre/id/ric.9.anch.13,,,,
8313,https://catalog.princeton.edu/catalog/coin-8313,Waage p.136 1791;RIC.9 p.281 35,OCRE,http://numismatics.org/ocre/id/ric.9.anch.35,,,,
8314,https://catalog.princeton.edu/catalog/coin-8314,Waage p.136 1791;RIC.9 p.281 35,OCRE,http://numismatics.org/ocre/id/ric.9.anch.35,,,,
8315,https://catalog.princeton.edu/catalog/coin-8315,Waage p. 136 1792;RIC.9 p. 275 12,OCRE,http://numismatics.org/ocre/id/ric.9.anch.12,,,,
8316,https://catalog.princeton.edu/catalog/coin-8316,Waage p.134 1738;RIC.9 p.275 12B.,OCRE,http://numismatics.org/ocre/id/ric.9.anch.12B,,,,
8317,https://catalog.princeton.edu/catalog/coin-8317,Waage p. 134 1738;RIC.9 p. 275 12B.,OCRE,http://numismatics.org/ocre/id/ric.9.anch.12B,,,,
8318,https://catalog.princeton.edu/catalog/coin-8318,Waage p.134 1737;RIC.9 p. 274 10B,OCRE,http://numismatics.org/ocre/id/ric.9.anch.10B,,,,
8319,https://catalog.princeton.edu/catalog/coin-8319,RIC.7 p. 693 89,Coin illegible,,,,,
8320,https://catalog.princeton.edu/catalog/coin-8320,RIC.7 p.504 27,Not RIC VII,,,,,
8321,https://catalog.princeton.edu/catalog/coin-8321,RIC.7 p. 697 113,OCRE,http://numismatics.org/ocre/id/ric.7.anch.113,,,,
8322,https://catalog.princeton.edu/catalog/coin-8322,RIC 2 258 219,OCRE,http://numismatics.org/ocre/id/ric.2.tr.219,,,,
8323,https://catalog.princeton.edu/catalog/coin-8323,RIC 2 277 459,OCRE,http://numismatics.org/ocre/id/ric.2.tr.459_sestertius,,,,
8324,https://catalog.princeton.edu/catalog/coin-8324,Waage  255,,,,,,
8325,https://catalog.princeton.edu/catalog/coin-8325,Waage  260,,,,,,
8326,https://catalog.princeton.edu/catalog/coin-8326,Waage  253,,,,,,
8327,https://catalog.princeton.edu/catalog/coin-8327,Waage  267;RPC.1  4213,,,,,,
8328,https://catalog.princeton.edu/catalog/coin-8328,Waage  269,,,,,,
8329,https://catalog.princeton.edu/catalog/coin-8329,Waage  269,,,,,,
8330,https://catalog.princeton.edu/catalog/coin-8330,Waage  269,,,,,,
8331,https://catalog.princeton.edu/catalog/coin-8331,Waage  269,,,,,,
8332,https://catalog.princeton.edu/catalog/coin-8332,Waage  269,,,,,,
8333,https://catalog.princeton.edu/catalog/coin-8333,Waage  272;From Vespasian to Domitian (AD 69–96)  4220,,,,,,
8334,https://catalog.princeton.edu/catalog/coin-8334,Waage  274;RPC I 4218-4220,,,,,,
8335,https://catalog.princeton.edu/catalog/coin-8335,Waage  274;RPC I 4218-4220,,,,,,
8336,https://catalog.princeton.edu/catalog/coin-8336,Waage  274;RPC I 4218-4220,,,,,,
8337,https://catalog.princeton.edu/catalog/coin-8337,Waage  276;From Vespasian to Domitian (AD 69–96)  4222,,,,,,
8338,https://catalog.princeton.edu/catalog/coin-8338,Waage  278;,,,,,,
8339,https://catalog.princeton.edu/catalog/coin-8339,Waage  283;RPC.1  4235,,,,,,
8340,https://catalog.princeton.edu/catalog/coin-8340,Karamitsos Auction  04260,,,,,,
8342,https://catalog.princeton.edu/catalog/coin-8342,,,,,,,
8343,https://catalog.princeton.edu/catalog/coin-8343,Stacks New York 2011 International Sale - 1/10/2011  718,,,,,,
8344,https://catalog.princeton.edu/catalog/coin-8344,Waage  284;RPC.1  4235,,,,,,
8345,https://catalog.princeton.edu/catalog/coin-8345,,,,,,,
8346,https://catalog.princeton.edu/catalog/coin-8346,Waage  284;RPC.1  4235,,,,,,
8347,https://catalog.princeton.edu/catalog/coin-8347,Waage  285;RPC.1  4235,,,,,,
8348,https://catalog.princeton.edu/catalog/coin-8348,,,,,,,
8349,https://catalog.princeton.edu/catalog/coin-8349,Waage  287;RPC.1  4236,,,,,,
8350,https://catalog.princeton.edu/catalog/coin-8350,Waage  288;RPC.1  4237-4238,,,,,,
8351,https://catalog.princeton.edu/catalog/coin-8351,Waage  289;RPC.1  4237-4238,,,,,,
8352,https://catalog.princeton.edu/catalog/coin-8352,Waage  296;RPC.1  4235-4259,,,,,,
8353,https://catalog.princeton.edu/catalog/coin-8353,Waage  296;RPC.1  4235-4259,,,,,,
8354,https://catalog.princeton.edu/catalog/coin-8354,Waage  296;RPC.1  4235-4259,,,,,,
8355,https://catalog.princeton.edu/catalog/coin-8355,Waage  296;RPC.1  4235-4259,,,,,,
8356,https://catalog.princeton.edu/catalog/coin-8356,Waage  296;RPC.1  4235-4259,,,,,,
8357,https://catalog.princeton.edu/catalog/coin-8357,Waage  296;RPC.1  4235-4259,,,,,,
8358,https://catalog.princeton.edu/catalog/coin-8358,Waage  296;RPC.1  4235-4259,,,,,,
8359,https://catalog.princeton.edu/catalog/coin-8359,Waage  296;RPC.1  4235-4259,,,,,,
8360,https://catalog.princeton.edu/catalog/coin-8360,Waage  296;RPC.1  4235-4259,,,,,,
8361,https://catalog.princeton.edu/catalog/coin-8361,Waage  296;RPC.1  4235-4259,,,,,,
8362,https://catalog.princeton.edu/catalog/coin-8362,Waage  296;RPC.1  4235-4259,,,,,,
8363,https://catalog.princeton.edu/catalog/coin-8363,Waage  296;RPC.1  4235-4259,,,,,,
8364,https://catalog.princeton.edu/catalog/coin-8364,Waage  296;RPC.1  4235-4259,,,,,,
8365,https://catalog.princeton.edu/catalog/coin-8365,Waage  296;RPC.1  4235-4259,,,,,,
8366,https://catalog.princeton.edu/catalog/coin-8366,Waage  296;RPC.1  4235-4259,,,,,,
8367,https://catalog.princeton.edu/catalog/coin-8367,Waage  296;RPC.1  4235-4259,,,,,,
8368,https://catalog.princeton.edu/catalog/coin-8368,Waage  296;RPC.1  4235-4259,,,,,,
